ObjectID,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,Total_Length
1715,1,4,Location 1 - Location 30,1,2,30,81535.287232934002532
1716,20,5,Location 20 - Location 30,1,1,30,86316.864587605261477
1717,25,6,Location 25 - Location 30,1,2,30,87703.404356035985984
1718,23,7,Location 23 - Location 30,1,1,30,87738.550576652734890
1719,24,8,Location 24 - Location 30,1,1,30,87738.550576652734890
1720,26,9,Location 26 - Location 30,1,1,30,87787.385097132384544
1721,17,10,Location 17 - Location 30,1,2,30,114633.396247601966024
1722,18,11,Location 18 - Location 30,1,2,30,114633.396247601966024
1723,43,12,Location 43 - Location 30,1,1,30,128314.238481283275178
1724,7,13,Location 7 - Location 30,1,2,30,130618.431445415684721
1725,8,14,Location 8 - Location 30,1,2,30,130694.420014551986242
1726,57,15,Location 57 - Location 30,1,2,30,131429.347440738958539
1727,12,16,Location 12 - Location 30,1,2,30,132844.934355854085879
1728,13,17,Location 13 - Location 30,1,2,30,132859.504776337358635
1729,11,18,Location 11 - Location 30,1,2,30,140183.428514781175181
1730,9,19,Location 9 - Location 30,1,1,30,140189.127507565834094
1731,10,20,Location 10 - Location 30,1,1,30,140189.127507565834094
1732,41,21,Location 41 - Location 30,1,1,30,173230.416920963005396
1733,39,22,Location 39 - Location 30,1,1,30,173276.487443330144743
1734,40,23,Location 40 - Location 30,1,1,30,173276.487443330144743
1735,42,24,Location 42 - Location 30,1,1,30,173939.113909197330941
1736,31,25,Location 31 - Location 30,1,1,30,177849.072240041801706
1737,32,26,Location 32 - Location 30,1,1,30,177849.940234715584666
1738,46,27,Location 46 - Location 30,1,1,30,187440.379895169520751
1739,47,28,Location 47 - Location 30,1,1,30,187440.379895169520751
1740,48,29,Location 48 - Location 30,1,1,30,187440.379895169520751
1741,27,30,Location 27 - Location 30,1,1,30,199341.696448251081165
1742,28,31,Location 28 - Location 30,1,1,30,202748.966384147322970
1743,29,32,Location 29 - Location 30,1,1,30,202748.966384147322970
1744,53,33,Location 53 - Location 30,1,1,30,206629.783638878026977
1745,52,34,Location 52 - Location 30,1,2,30,206631.385981019499013
1746,54,35,Location 54 - Location 30,1,1,30,206637.715212449664250
1747,2,36,Location 2 - Location 30,1,1,30,206850.275826483004494
1748,3,37,Location 3 - Location 30,1,1,30,206871.763028678746196
1749,4,38,Location 4 - Location 30,1,2,30,206918.662770455877762
1750,5,39,Location 5 - Location 30,1,2,30,207070.774782966007479
1751,6,40,Location 6 - Location 30,1,2,30,207176.829965106036980
1752,44,41,Location 44 - Location 30,1,1,30,221665.187639718409628
1753,45,42,Location 45 - Location 30,1,1,30,221665.187639718409628
1754,58,43,Location 58 - Location 30,1,1,30,230094.486233133531641
1755,59,44,Location 59 - Location 30,1,1,30,230094.486233133531641
1756,60,45,Location 60 - Location 30,1,1,30,230094.486233133531641
1757,19,46,Location 19 - Location 30,1,2,30,230176.318755935848458
1758,15,47,Location 15 - Location 30,1,2,30,233207.994666927610524
1759,16,48,Location 16 - Location 30,1,2,30,233222.562394441425567
1760,14,49,Location 14 - Location 30,1,2,30,233252.986536859971238
1761,55,50,Location 55 - Location 30,1,2,30,235238.467523622268345
1762,56,51,Location 56 - Location 30,1,1,30,248176.426105190679664
1763,62,52,Location 62 - Location 30,1,1,30,268104.016917330329306
1764,33,53,Location 33 - Location 30,1,1,30,271844.011688218743075
1765,37,54,Location 37 - Location 30,1,1,30,273668.298571538762189
1766,34,55,Location 34 - Location 30,1,1,30,273797.261271059047431
1767,35,56,Location 35 - Location 30,1,1,30,273797.261271059047431
1768,36,57,Location 36 - Location 30,1,1,30,273797.261271059047431
1769,38,58,Location 38 - Location 30,1,1,30,286414.935120304638986
1770,61,59,Location 61 - Location 30,1,1,30,286801.511080284079071
1771,31,1,Location 31 - Location 31,1,1,31,0.000000000000000
1772,32,2,Location 32 - Location 31,1,1,31,0.867994673784646
1773,42,3,Location 42 - Location 31,2,2,31,3909.958330844453940
1774,39,4,Location 39 - Location 31,2,2,31,4572.584796711629679
1775,40,5,Location 40 - Location 31,2,2,31,4572.584796711629679
1776,41,6,Location 41 - Location 31,2,2,31,4618.655319078775392
1777,46,7,Location 46 - Location 31,1,1,31,9591.307655127709950
1778,47,8,Location 47 - Location 31,1,1,31,9591.307655127709950
1779,48,9,Location 48 - Location 31,1,1,31,9591.307655127709950
1780,27,10,Location 27 - Location 31,1,1,31,21492.624208209257631
1781,28,11,Location 28 - Location 31,1,1,31,24899.894144105503074
1782,29,12,Location 29 - Location 31,1,1,31,24899.894144105503074
1783,53,13,Location 53 - Location 31,1,1,31,28780.711398836210719
1784,52,14,Location 52 - Location 31,1,2,31,28782.313740977697307
1785,54,15,Location 54 - Location 31,1,1,31,28788.642972407844354
1786,2,16,Location 2 - Location 31,1,1,31,29001.203586441195512
1787,3,17,Location 3 - Location 31,1,1,31,29022.690788636944490
1788,4,18,Location 4 - Location 31,1,2,31,29069.590530414054228
1789,5,19,Location 5 - Location 31,1,2,31,29221.702542924202135
1790,6,20,Location 6 - Location 31,1,2,31,29327.757725064238912
1791,44,21,Location 44 - Location 31,1,1,31,43816.115399676666129
1792,45,22,Location 45 - Location 31,1,1,31,43816.115399676666129
1793,57,23,Location 57 - Location 31,2,1,31,46419.724799302748579
1794,8,24,Location 8 - Location 31,2,1,31,47154.652225489720877
1795,7,25,Location 7 - Location 31,2,1,31,47230.640794626015122
1796,43,26,Location 43 - Location 31,2,2,31,49534.833758758424665
1797,58,27,Location 58 - Location 31,1,1,31,52245.413993091722659
1798,59,28,Location 59 - Location 31,1,1,31,52245.413993091722659
1799,60,29,Location 60 - Location 31,1,1,31,52245.413993091722659
1800,19,30,Location 19 - Location 31,1,2,31,52327.246515894046752
1801,15,31,Location 15 - Location 31,1,2,31,55358.922426885823370
1802,16,32,Location 16 - Location 31,1,2,31,55373.490154399623862
1803,14,33,Location 14 - Location 31,1,2,31,55403.914296818169532
1804,55,34,Location 55 - Location 31,1,2,31,57389.395283580466639
1805,17,35,Location 17 - Location 31,2,1,31,63215.675992439755646
1806,18,36,Location 18 - Location 31,2,1,31,63215.675992439755646
1807,56,37,Location 56 - Location 31,1,1,31,70327.353865148819750
1808,25,38,Location 25 - Location 31,2,2,31,90314.791830537360511
1809,23,39,Location 23 - Location 31,2,1,31,90349.938051154109417
1810,24,40,Location 24 - Location 31,2,1,31,90349.938051154109417
1811,26,41,Location 26 - Location 31,2,1,31,90398.772571633759071
1812,20,42,Location 20 - Location 31,2,2,31,91532.207652436452918
1813,1,43,Location 1 - Location 31,2,2,31,97031.220442328383797
1814,21,44,Location 21 - Location 31,2,2,31,104092.309379363403423
1815,22,45,Location 22 - Location 31,2,2,31,104092.309379363403423
1816,12,46,Location 12 - Location 31,2,2,31,122202.021020925458288
1817,13,47,Location 13 - Location 31,2,2,31,122216.591441408716491
1818,11,48,Location 11 - Location 31,2,2,31,129540.515179852533038
1819,9,49,Location 9 - Location 31,2,1,31,129546.214172637191950
1820,10,50,Location 10 - Location 31,2,1,31,129546.214172637191950
1821,30,51,Location 30 - Location 31,2,2,31,177849.072240041685291
1822,62,52,Location 62 - Location 31,2,1,31,257461.103582401701715
1823,33,53,Location 33 - Location 31,2,1,31,261201.098353290173691
1824,37,54,Location 37 - Location 31,2,1,31,263025.385236610192806
1825,34,55,Location 34 - Location 31,2,1,31,263154.347936130478047
1826,35,56,Location 35 - Location 31,2,1,31,263154.347936130478047
1827,36,57,Location 36 - Location 31,2,1,31,263154.347936130478047
1828,38,58,Location 38 - Location 31,2,1,31,275772.021785375836771
1829,61,59,Location 61 - Location 31,2,1,31,276158.597745355276857
1830,32,1,Location 32 - Location 32,1,1,32,0.000000000000000
1831,31,2,Location 31 - Location 32,2,2,32,0.867994673784646
1832,42,3,Location 42 - Location 32,2,2,32,3910.826325518238718
1833,39,4,Location 39 - Location 32,2,2,32,4573.452791385414457
1834,40,5,Location 40 - Location 32,2,2,32,4573.452791385414457
1835,41,6,Location 41 - Location 32,2,2,32,4619.523313752560171
1836,46,7,Location 46 - Location 32,1,1,32,9590.439660453925171
1837,47,8,Location 47 - Location 32,1,1,32,9590.439660453925171
1838,48,9,Location 48 - Location 32,1,1,32,9590.439660453925171
1839,27,10,Location 27 - Location 32,1,1,32,21491.756213535471034
1840,28,11,Location 28 - Location 32,1,1,32,24899.026149431716476
1841,29,12,Location 29 - Location 32,1,1,32,24899.026149431716476
1842,53,13,Location 53 - Location 32,1,1,32,28779.843404162420484
1843,52,14,Location 52 - Location 32,1,2,32,28781.445746303910710
1844,54,15,Location 54 - Location 32,1,1,32,28787.774977734057757
1845,2,16,Location 2 - Location 32,1,1,32,29000.335591767408914
1846,3,17,Location 3 - Location 32,1,1,32,29021.822793963157892
1847,4,18,Location 4 - Location 32,1,2,32,29068.722535740267631
1848,5,19,Location 5 - Location 32,1,2,32,29220.834548250415537
1849,6,20,Location 6 - Location 32,1,2,32,29326.889730390452314
1850,44,21,Location 44 - Location 32,1,1,32,43815.247405002875894
1851,45,22,Location 45 - Location 32,1,1,32,43815.247405002875894
1852,57,23,Location 57 - Location 32,2,1,32,46420.592793976531539
1853,8,24,Location 8 - Location 32,2,1,32,47155.520220163503836
1854,7,25,Location 7 - Location 32,2,1,32,47231.508789299798082
1855,43,26,Location 43 - Location 32,2,2,32,49535.701753432207624
1856,58,27,Location 58 - Location 32,1,1,32,52244.545998417932424
1857,59,28,Location 59 - Location 32,1,1,32,52244.545998417932424
1858,60,29,Location 60 - Location 32,1,1,32,52244.545998417932424
1859,19,30,Location 19 - Location 32,1,2,32,52326.378521220256516
1860,15,31,Location 15 - Location 32,1,2,32,55358.054432212033134
1861,16,32,Location 16 - Location 32,1,2,32,55372.622159725833626
1862,14,33,Location 14 - Location 32,1,2,32,55403.046302144379297
1863,55,34,Location 55 - Location 32,1,2,32,57388.527288906676404
1864,17,35,Location 17 - Location 32,2,1,32,63216.543987113538606
1865,18,36,Location 18 - Location 32,2,1,32,63216.543987113538606
1866,56,37,Location 56 - Location 32,1,1,32,70326.485870475022239
1867,25,38,Location 25 - Location 32,2,2,32,90315.659825211143470
1868,23,39,Location 23 - Location 32,2,1,32,90350.806045827892376
1869,24,40,Location 24 - Location 32,2,1,32,90350.806045827892376
1870,26,41,Location 26 - Location 32,2,1,32,90399.640566307542031
1871,20,42,Location 20 - Location 32,2,2,32,91533.075647110235877
1872,1,43,Location 1 - Location 32,2,2,32,97032.088437002166756
1873,21,44,Location 21 - Location 32,2,2,32,104093.177374037186382
1874,22,45,Location 22 - Location 32,2,2,32,104093.177374037186382
1875,12,46,Location 12 - Location 32,2,2,32,122202.889015599241247
1876,13,47,Location 13 - Location 32,2,2,32,122217.459436082499451
1877,11,48,Location 11 - Location 32,2,2,32,129541.383174526315997
1878,9,49,Location 9 - Location 32,2,1,32,129547.082167310974910
1879,10,50,Location 10 - Location 32,2,1,32,129547.082167310974910
1880,30,51,Location 30 - Location 32,2,2,32,177849.940234715468250
1881,62,52,Location 62 - Location 32,2,1,32,257461.971577075484674
1882,33,53,Location 33 - Location 32,2,1,32,261201.966347963956650
1883,37,54,Location 37 - Location 32,2,1,32,263026.253231283975765
1884,34,55,Location 34 - Location 32,2,1,32,263155.215930804261006
1885,35,56,Location 35 - Location 32,2,1,32,263155.215930804261006
1886,36,57,Location 36 - Location 32,2,1,32,263155.215930804261006
1887,38,58,Location 38 - Location 32,2,1,32,275772.889780049619731
1888,61,59,Location 61 - Location 32,2,1,32,276159.465740029059816
1889,33,1,Location 33 - Location 33,1,1,33,0.000000000000000
1890,37,2,Location 37 - Location 33,1,1,33,1824.286883320047309
1891,34,3,Location 34 - Location 33,1,1,33,1953.249582840331868
1892,35,4,Location 35 - Location 33,1,1,33,1953.249582840331868
1893,36,5,Location 36 - Location 33,1,1,33,1953.249582840331868
1894,62,6,Location 62 - Location 33,2,1,33,5211.468747702843757
1895,38,7,Location 38 - Location 33,2,1,33,116327.886646447732346
1896,61,8,Location 61 - Location 33,2,1,33,116714.462606427216087
1897,12,9,Location 12 - Location 33,2,2,33,144875.649696156702703
1898,13,10,Location 13 - Location 33,2,2,33,144890.220116639975458
1899,11,11,Location 11 - Location 33,2,2,33,152214.143855083792005
1900,9,12,Location 9 - Location 33,2,1,33,152219.842847868450917
1901,10,13,Location 10 - Location 33,2,1,33,152219.842847868450917
1902,25,14,Location 25 - Location 33,2,2,33,184309.731278714578366
1903,23,15,Location 23 - Location 33,2,1,33,184344.877499331341824
1904,24,16,Location 24 - Location 33,2,1,33,184344.877499331341824
1905,26,17,Location 26 - Location 33,2,1,33,184393.712019810976926
1906,20,18,Location 20 - Location 33,2,2,33,185527.147100613685325
1907,1,19,Location 1 - Location 33,2,2,33,191026.159890505601652
1908,17,20,Location 17 - Location 33,2,2,33,197985.422360850556288
1909,18,21,Location 18 - Location 33,2,2,33,197985.422360850556288
1910,21,22,Location 21 - Location 33,2,2,33,198087.248827540635830
1911,22,23,Location 22 - Location 33,2,2,33,198087.248827540635830
1912,43,24,Location 43 - Location 33,2,1,33,211666.264594531879993
1913,7,25,Location 7 - Location 33,2,2,33,213970.457558664289536
1914,8,26,Location 8 - Location 33,2,2,33,214046.446127800561953
1915,57,27,Location 57 - Location 33,2,2,33,214781.373553987534251
1916,41,28,Location 41 - Location 33,2,1,33,256582.443034211581107
1917,39,29,Location 39 - Location 33,2,1,33,256628.513556578720454
1918,40,30,Location 40 - Location 33,2,1,33,256628.513556578720454
1919,42,31,Location 42 - Location 33,2,1,33,257291.140022445906652
1920,31,32,Location 31 - Location 33,2,1,33,261201.098353290377418
1921,32,33,Location 32 - Location 33,2,1,33,261201.966347964160377
1922,46,34,Location 46 - Location 33,2,1,33,270792.406008418067358
1923,47,35,Location 47 - Location 33,2,1,33,270792.406008418067358
1924,48,36,Location 48 - Location 33,2,1,33,270792.406008418067358
1925,30,37,Location 30 - Location 33,2,2,33,271844.011688218975905
1926,27,38,Location 27 - Location 33,2,1,33,282693.722561499685980
1927,28,39,Location 28 - Location 33,2,1,33,286100.992497395956889
1928,29,40,Location 29 - Location 33,2,1,33,286100.992497395956889
1929,53,41,Location 53 - Location 33,2,1,33,289981.809752126690000
1930,52,42,Location 52 - Location 33,2,2,33,289983.412094268191140
1931,54,43,Location 54 - Location 33,2,1,33,289989.741325698327273
1932,2,44,Location 2 - Location 33,2,1,33,290202.301939731696621
1933,3,45,Location 3 - Location 33,2,1,33,290223.789141927438322
1934,4,46,Location 4 - Location 33,2,2,33,290270.688883704540785
1935,5,47,Location 5 - Location 33,2,2,33,290422.800896214728709
1936,6,48,Location 6 - Location 33,2,2,33,290528.856078354758210
1937,44,49,Location 44 - Location 33,2,1,33,305017.213752967305481
1938,45,50,Location 45 - Location 33,2,1,33,305017.213752967305481
1939,58,51,Location 58 - Location 33,2,1,33,313446.512346382194664
1940,59,52,Location 59 - Location 33,2,1,33,313446.512346382194664
1941,60,53,Location 60 - Location 33,2,1,33,313446.512346382194664
1942,19,54,Location 19 - Location 33,2,2,33,313528.344869184540585
1943,15,55,Location 15 - Location 33,2,2,33,316560.020780176331755
1944,16,56,Location 16 - Location 33,2,2,33,316574.588507690117694
1945,14,57,Location 14 - Location 33,2,2,33,316605.012650108663365
1946,55,58,Location 55 - Location 33,2,2,33,318590.493636870931368
1947,56,59,Location 56 - Location 33,2,1,33,331528.452218439255375
1948,34,1,Location 34 - Location 34,1,1,34,0.000000000000000
1949,35,2,Location 35 - Location 34,1,1,34,0.000000000000000
1950,36,3,Location 36 - Location 34,1,1,34,0.000000000000000
1951,37,4,Location 37 - Location 34,2,2,34,128.962699520284502
1952,33,5,Location 33 - Location 34,2,2,34,1953.249582840331868
1953,62,6,Location 62 - Location 34,2,1,34,7164.718330543177217
1954,38,7,Location 38 - Location 34,2,1,34,118281.136229288065806
1955,61,8,Location 61 - Location 34,2,1,34,118667.712189267549547
1956,12,9,Location 12 - Location 34,2,2,34,146828.899278997065267
1957,13,10,Location 13 - Location 34,2,2,34,146843.469699480338022
1958,11,11,Location 11 - Location 34,2,2,34,154167.393437924154568
1959,9,12,Location 9 - Location 34,2,1,34,154173.092430708813481
1960,10,13,Location 10 - Location 34,2,1,34,154173.092430708813481
1961,25,14,Location 25 - Location 34,2,2,34,186262.980861554911826
1962,23,15,Location 23 - Location 34,2,1,34,186298.127082171675283
1963,24,16,Location 24 - Location 34,2,1,34,186298.127082171675283
1964,26,17,Location 26 - Location 34,2,1,34,186346.961602651310386
1965,20,18,Location 20 - Location 34,2,2,34,187480.396683454018785
1966,1,19,Location 1 - Location 34,2,2,34,192979.409473345935112
1967,17,20,Location 17 - Location 34,2,2,34,199938.671943690889748
1968,18,21,Location 18 - Location 34,2,2,34,199938.671943690889748
1969,21,22,Location 21 - Location 34,2,2,34,200040.498410380969290
1970,22,23,Location 22 - Location 34,2,2,34,200040.498410380969290
1971,43,24,Location 43 - Location 34,2,1,34,213619.514177372213453
1972,7,25,Location 7 - Location 34,2,2,34,215923.707141504622996
1973,8,26,Location 8 - Location 34,2,2,34,215999.695710640895413
1974,57,27,Location 57 - Location 34,2,2,34,216734.623136827867711
1975,41,28,Location 41 - Location 34,2,1,34,258535.692617051914567
1976,39,29,Location 39 - Location 34,2,1,34,258581.763139419053914
1977,40,30,Location 40 - Location 34,2,1,34,258581.763139419053914
1978,42,31,Location 42 - Location 34,2,1,34,259244.389605286240112
1979,31,32,Location 31 - Location 34,2,1,34,263154.347936130769085
1980,32,33,Location 32 - Location 34,2,1,34,263155.215930804552045
1981,46,34,Location 46 - Location 34,2,1,34,272745.655591258429922
1982,47,35,Location 47 - Location 34,2,1,34,272745.655591258429922
1983,48,36,Location 48 - Location 34,2,1,34,272745.655591258429922
1984,30,37,Location 30 - Location 34,2,2,34,273797.261271059338469
1985,27,38,Location 27 - Location 34,2,1,34,284646.972144340048544
1986,28,39,Location 28 - Location 34,2,1,34,288054.242080236319453
1987,29,40,Location 29 - Location 34,2,1,34,288054.242080236319453
1988,53,41,Location 53 - Location 34,2,1,34,291935.059334967052564
1989,52,42,Location 52 - Location 34,2,2,34,291936.661677108553704
1990,54,43,Location 54 - Location 34,2,1,34,291942.990908538689837
1991,2,44,Location 2 - Location 34,2,1,34,292155.551522572059184
1992,3,45,Location 3 - Location 34,2,1,34,292177.038724767800886
1993,4,46,Location 4 - Location 34,2,2,34,292223.938466544903349
1994,5,47,Location 5 - Location 34,2,2,34,292376.050479055091273
1995,6,48,Location 6 - Location 34,2,2,34,292482.105661195120774
1996,44,49,Location 44 - Location 34,2,1,34,306970.463335807668045
1997,45,50,Location 45 - Location 34,2,1,34,306970.463335807668045
1998,58,51,Location 58 - Location 34,2,1,34,315399.761929222557228
1999,59,52,Location 59 - Location 34,2,1,34,315399.761929222557228
2000,60,53,Location 60 - Location 34,2,1,34,315399.761929222557228
2001,19,54,Location 19 - Location 34,2,2,34,315481.594452024903148
2002,15,55,Location 15 - Location 34,2,2,34,318513.270363016694319
2003,16,56,Location 16 - Location 34,2,2,34,318527.838090530480258
2004,14,57,Location 14 - Location 34,2,2,34,318558.262232949025929
2005,55,58,Location 55 - Location 34,2,2,34,320543.743219711293932
2006,56,59,Location 56 - Location 34,2,1,34,333481.701801279617939
2007,34,1,Location 34 - Location 35,1,1,35,0.000000000000000
2008,35,2,Location 35 - Location 35,1,1,35,0.000000000000000
2009,36,3,Location 36 - Location 35,1,1,35,0.000000000000000
2010,37,4,Location 37 - Location 35,2,2,35,128.962699520284502
2011,33,5,Location 33 - Location 35,2,2,35,1953.249582840331868
2012,62,6,Location 62 - Location 35,2,1,35,7164.718330543177217
2013,38,7,Location 38 - Location 35,2,1,35,118281.136229288065806
2014,61,8,Location 61 - Location 35,2,1,35,118667.712189267549547
2015,12,9,Location 12 - Location 35,2,2,35,146828.899278997065267
2016,13,10,Location 13 - Location 35,2,2,35,146843.469699480338022
2017,11,11,Location 11 - Location 35,2,2,35,154167.393437924154568
2018,9,12,Location 9 - Location 35,2,1,35,154173.092430708813481
2019,10,13,Location 10 - Location 35,2,1,35,154173.092430708813481
2020,25,14,Location 25 - Location 35,2,2,35,186262.980861554911826
2021,23,15,Location 23 - Location 35,2,1,35,186298.127082171675283
2022,24,16,Location 24 - Location 35,2,1,35,186298.127082171675283
2023,26,17,Location 26 - Location 35,2,1,35,186346.961602651310386
2024,20,18,Location 20 - Location 35,2,2,35,187480.396683454018785
2025,1,19,Location 1 - Location 35,2,2,35,192979.409473345935112
2026,17,20,Location 17 - Location 35,2,2,35,199938.671943690889748
2027,18,21,Location 18 - Location 35,2,2,35,199938.671943690889748
2028,21,22,Location 21 - Location 35,2,2,35,200040.498410380969290
2029,22,23,Location 22 - Location 35,2,2,35,200040.498410380969290
2030,43,24,Location 43 - Location 35,2,1,35,213619.514177372213453
2031,7,25,Location 7 - Location 35,2,2,35,215923.707141504622996
2032,8,26,Location 8 - Location 35,2,2,35,215999.695710640895413
2033,57,27,Location 57 - Location 35,2,2,35,216734.623136827867711
2034,41,28,Location 41 - Location 35,2,1,35,258535.692617051914567
2035,39,29,Location 39 - Location 35,2,1,35,258581.763139419053914
2036,40,30,Location 40 - Location 35,2,1,35,258581.763139419053914
2037,42,31,Location 42 - Location 35,2,1,35,259244.389605286240112
2038,31,32,Location 31 - Location 35,2,1,35,263154.347936130769085
2039,32,33,Location 32 - Location 35,2,1,35,263155.215930804552045
2040,46,34,Location 46 - Location 35,2,1,35,272745.655591258429922
2041,47,35,Location 47 - Location 35,2,1,35,272745.655591258429922
2042,48,36,Location 48 - Location 35,2,1,35,272745.655591258429922
2043,30,37,Location 30 - Location 35,2,2,35,273797.261271059338469
2044,27,38,Location 27 - Location 35,2,1,35,284646.972144340048544
2045,28,39,Location 28 - Location 35,2,1,35,288054.242080236319453
2046,29,40,Location 29 - Location 35,2,1,35,288054.242080236319453
2047,53,41,Location 53 - Location 35,2,1,35,291935.059334967052564
2048,52,42,Location 52 - Location 35,2,2,35,291936.661677108553704
2049,54,43,Location 54 - Location 35,2,1,35,291942.990908538689837
2050,2,44,Location 2 - Location 35,2,1,35,292155.551522572059184
2051,3,45,Location 3 - Location 35,2,1,35,292177.038724767800886
2052,4,46,Location 4 - Location 35,2,2,35,292223.938466544903349
2053,5,47,Location 5 - Location 35,2,2,35,292376.050479055091273
2054,6,48,Location 6 - Location 35,2,2,35,292482.105661195120774
2055,44,49,Location 44 - Location 35,2,1,35,306970.463335807668045
2056,45,50,Location 45 - Location 35,2,1,35,306970.463335807668045
2057,58,51,Location 58 - Location 35,2,1,35,315399.761929222557228
2058,59,52,Location 59 - Location 35,2,1,35,315399.761929222557228
2059,60,53,Location 60 - Location 35,2,1,35,315399.761929222557228
2060,19,54,Location 19 - Location 35,2,2,35,315481.594452024903148
2061,15,55,Location 15 - Location 35,2,2,35,318513.270363016694319
2062,16,56,Location 16 - Location 35,2,2,35,318527.838090530480258
2063,14,57,Location 14 - Location 35,2,2,35,318558.262232949025929
2064,55,58,Location 55 - Location 35,2,2,35,320543.743219711293932
2065,56,59,Location 56 - Location 35,2,1,35,333481.701801279617939
2066,34,1,Location 34 - Location 36,1,1,36,0.000000000000000
2067,35,2,Location 35 - Location 36,1,1,36,0.000000000000000
2068,36,3,Location 36 - Location 36,1,1,36,0.000000000000000
2069,37,4,Location 37 - Location 36,2,2,36,128.962699520284502
2070,33,5,Location 33 - Location 36,2,2,36,1953.249582840331868
2071,62,6,Location 62 - Location 36,2,1,36,7164.718330543177217
2072,38,7,Location 38 - Location 36,2,1,36,118281.136229288065806
2073,61,8,Location 61 - Location 36,2,1,36,118667.712189267549547
2074,12,9,Location 12 - Location 36,2,2,36,146828.899278997065267
2075,13,10,Location 13 - Location 36,2,2,36,146843.469699480338022
2076,11,11,Location 11 - Location 36,2,2,36,154167.393437924154568
2077,9,12,Location 9 - Location 36,2,1,36,154173.092430708813481
2078,10,13,Location 10 - Location 36,2,1,36,154173.092430708813481
2079,25,14,Location 25 - Location 36,2,2,36,186262.980861554911826
2080,23,15,Location 23 - Location 36,2,1,36,186298.127082171675283
2081,24,16,Location 24 - Location 36,2,1,36,186298.127082171675283
2082,26,17,Location 26 - Location 36,2,1,36,186346.961602651310386
2083,20,18,Location 20 - Location 36,2,2,36,187480.396683454018785
2084,1,19,Location 1 - Location 36,2,2,36,192979.409473345935112
2085,17,20,Location 17 - Location 36,2,2,36,199938.671943690889748
2086,18,21,Location 18 - Location 36,2,2,36,199938.671943690889748
2087,21,22,Location 21 - Location 36,2,2,36,200040.498410380969290
2088,22,23,Location 22 - Location 36,2,2,36,200040.498410380969290
2089,43,24,Location 43 - Location 36,2,1,36,213619.514177372213453
2090,7,25,Location 7 - Location 36,2,2,36,215923.707141504622996
2091,8,26,Location 8 - Location 36,2,2,36,215999.695710640895413
2092,57,27,Location 57 - Location 36,2,2,36,216734.623136827867711
2093,41,28,Location 41 - Location 36,2,1,36,258535.692617051914567
2094,39,29,Location 39 - Location 36,2,1,36,258581.763139419053914
2095,40,30,Location 40 - Location 36,2,1,36,258581.763139419053914
2096,42,31,Location 42 - Location 36,2,1,36,259244.389605286240112
2097,31,32,Location 31 - Location 36,2,1,36,263154.347936130769085
2098,32,33,Location 32 - Location 36,2,1,36,263155.215930804552045
2099,46,34,Location 46 - Location 36,2,1,36,272745.655591258429922
2100,47,35,Location 47 - Location 36,2,1,36,272745.655591258429922
2101,48,36,Location 48 - Location 36,2,1,36,272745.655591258429922
2102,30,37,Location 30 - Location 36,2,2,36,273797.261271059338469
2103,27,38,Location 27 - Location 36,2,1,36,284646.972144340048544
2104,28,39,Location 28 - Location 36,2,1,36,288054.242080236319453
2105,29,40,Location 29 - Location 36,2,1,36,288054.242080236319453
2106,53,41,Location 53 - Location 36,2,1,36,291935.059334967052564
2107,52,42,Location 52 - Location 36,2,2,36,291936.661677108553704
2108,54,43,Location 54 - Location 36,2,1,36,291942.990908538689837
2109,2,44,Location 2 - Location 36,2,1,36,292155.551522572059184
2110,3,45,Location 3 - Location 36,2,1,36,292177.038724767800886
2111,4,46,Location 4 - Location 36,2,2,36,292223.938466544903349
2112,5,47,Location 5 - Location 36,2,2,36,292376.050479055091273
2113,6,48,Location 6 - Location 36,2,2,36,292482.105661195120774
2114,44,49,Location 44 - Location 36,2,1,36,306970.463335807668045
2115,45,50,Location 45 - Location 36,2,1,36,306970.463335807668045
2116,58,51,Location 58 - Location 36,2,1,36,315399.761929222557228
2117,59,52,Location 59 - Location 36,2,1,36,315399.761929222557228
2118,60,53,Location 60 - Location 36,2,1,36,315399.761929222557228
2119,19,54,Location 19 - Location 36,2,2,36,315481.594452024903148
2120,15,55,Location 15 - Location 36,2,2,36,318513.270363016694319
2121,16,56,Location 16 - Location 36,2,2,36,318527.838090530480258
2122,14,57,Location 14 - Location 36,2,2,36,318558.262232949025929
2123,55,58,Location 55 - Location 36,2,2,36,320543.743219711293932
2124,56,59,Location 56 - Location 36,2,1,36,333481.701801279617939
2125,37,1,Location 37 - Location 37,1,1,37,0.000000000000000
2126,34,2,Location 34 - Location 37,1,1,37,128.962699520284502
2127,35,3,Location 35 - Location 37,1,1,37,128.962699520284502
2128,36,4,Location 36 - Location 37,1,1,37,128.962699520284502
2129,33,5,Location 33 - Location 37,2,2,37,1824.286883320047309
2130,62,6,Location 62 - Location 37,2,1,37,7035.755631022891976
2131,38,7,Location 38 - Location 37,2,1,37,118152.173529767780565
2132,61,8,Location 61 - Location 37,2,1,37,118538.749489747264306
2133,12,9,Location 12 - Location 37,2,2,37,146699.936579476780025
2134,13,10,Location 13 - Location 37,2,2,37,146714.506999960052781
2135,11,11,Location 11 - Location 37,2,2,37,154038.430738403869327
2136,9,12,Location 9 - Location 37,2,1,37,154044.129731188528240
2137,10,13,Location 10 - Location 37,2,1,37,154044.129731188528240
