ObjectID,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,Total_Length
817,10,50,Location 10 - Location 14,1,1,14,184950.128469455405138
818,30,51,Location 30 - Location 14,1,2,14,233252.986536859883927
819,62,52,Location 62 - Location 14,1,1,14,312865.017879219958559
820,33,53,Location 33 - Location 14,1,1,14,316605.012650108372327
821,37,54,Location 37 - Location 14,1,1,14,318429.299533428391442
822,34,55,Location 34 - Location 14,1,1,14,318558.262232948676683
823,35,56,Location 35 - Location 14,1,1,14,318558.262232948676683
824,36,57,Location 36 - Location 14,1,1,14,318558.262232948676683
825,38,58,Location 38 - Location 14,1,1,14,331175.936082194210030
826,61,59,Location 61 - Location 14,1,1,14,331562.512042173650116
827,15,1,Location 15 - Location 15,2,2,15,0.000000000000000
828,16,2,Location 16 - Location 15,2,2,15,14.567727513802977
829,14,3,Location 14 - Location 15,2,2,15,44.991869932352770
830,55,4,Location 55 - Location 15,1,2,15,2281.998493403090833
831,58,5,Location 58 - Location 15,1,2,15,3113.508433794093889
832,59,6,Location 59 - Location 15,1,2,15,3113.508433794093889
833,60,7,Location 60 - Location 15,1,2,15,3113.508433794093889
834,19,8,Location 19 - Location 15,1,2,15,3153.066234876670478
835,56,9,Location 56 - Location 15,1,1,15,15219.957074971443944
836,2,10,Location 2 - Location 15,1,1,15,26481.010853178613615
837,3,11,Location 3 - Location 15,1,1,15,26502.498055374362593
838,4,12,Location 4 - Location 15,1,2,15,26549.397797151472332
839,54,13,Location 54 - Location 15,1,2,15,26570.279454477975378
840,52,14,Location 52 - Location 15,1,1,15,26576.608685908122425
841,53,15,Location 53 - Location 15,1,2,15,26578.211028049612651
842,5,16,Location 5 - Location 15,1,2,15,26701.509809661620238
843,6,17,Location 6 - Location 15,1,2,15,26807.564991801657015
844,44,18,Location 44 - Location 15,1,1,15,27521.500856870086864
845,45,19,Location 45 - Location 15,1,1,15,27521.500856870086864
846,28,20,Location 28 - Location 15,1,2,15,30459.028282780316658
847,29,21,Location 29 - Location 15,1,2,15,30459.028282780316658
848,27,22,Location 27 - Location 15,1,2,15,33866.298218676565739
849,46,23,Location 46 - Location 15,1,1,15,46896.440018203138607
850,47,24,Location 47 - Location 15,1,1,15,46896.440018203138607
851,48,25,Location 48 - Location 15,1,1,15,46896.440018203138607
852,32,26,Location 32 - Location 15,1,2,15,55358.054432212054962
853,31,27,Location 31 - Location 15,1,2,15,55358.922426885837922
854,42,28,Location 42 - Location 15,1,2,15,59268.880757730294135
855,39,29,Location 39 - Location 15,1,2,15,59931.507223597473057
856,40,30,Location 40 - Location 15,1,2,15,59931.507223597473057
857,41,31,Location 41 - Location 15,1,2,15,59977.577745964619680
858,57,32,Location 57 - Location 15,1,1,15,101778.647226188608329
859,8,33,Location 8 - Location 15,1,1,15,102513.574652375566075
860,7,34,Location 7 - Location 15,1,1,15,102589.563221511867596
861,43,35,Location 43 - Location 15,1,2,15,104893.756185644262587
862,17,36,Location 17 - Location 15,1,1,15,118574.598419325586292
863,18,37,Location 18 - Location 15,1,1,15,118574.598419325586292
864,25,38,Location 25 - Location 15,1,2,15,145673.714257423125673
865,23,39,Location 23 - Location 15,1,1,15,145708.860478039889131
866,24,40,Location 24 - Location 15,1,1,15,145708.860478039889131
867,26,41,Location 26 - Location 15,1,1,15,145757.694998519524233
868,20,42,Location 20 - Location 15,1,2,15,146891.130079322232632
869,1,43,Location 1 - Location 15,1,2,15,152390.142869214148959
870,21,44,Location 21 - Location 15,1,2,15,159451.231806249183137
871,22,45,Location 22 - Location 15,1,2,15,159451.231806249183137
872,12,46,Location 12 - Location 15,1,2,15,177560.943447811325314
873,13,47,Location 13 - Location 15,1,2,15,177575.513868294598069
874,11,48,Location 11 - Location 15,1,2,15,184899.437606738414615
875,9,49,Location 9 - Location 15,1,1,15,184905.136599523073528
876,10,50,Location 10 - Location 15,1,1,15,184905.136599523073528
877,30,51,Location 30 - Location 15,1,2,15,233207.994666927552316
878,62,52,Location 62 - Location 15,1,1,15,312820.026009287626948
879,33,53,Location 33 - Location 15,1,1,15,316560.020780176040716
880,37,54,Location 37 - Location 15,1,1,15,318384.307663496059831
881,34,55,Location 34 - Location 15,1,1,15,318513.270363016345073
882,35,56,Location 35 - Location 15,1,1,15,318513.270363016345073
883,36,57,Location 36 - Location 15,1,1,15,318513.270363016345073
884,38,58,Location 38 - Location 15,1,1,15,331130.944212261878420
885,61,59,Location 61 - Location 15,1,1,15,331517.520172241318505
886,16,1,Location 16 - Location 16,2,2,16,0.000000000000000
887,15,2,Location 15 - Location 16,1,1,16,14.567727513802977
888,14,3,Location 14 - Location 16,2,2,16,30.424142418549792
889,55,4,Location 55 - Location 16,1,2,16,2296.566220916893599
890,58,5,Location 58 - Location 16,1,2,16,3128.076161307897110
891,59,6,Location 59 - Location 16,1,2,16,3128.076161307897110
892,60,7,Location 60 - Location 16,1,2,16,3128.076161307897110
893,19,8,Location 19 - Location 16,1,2,16,3167.633962390473698
894,56,9,Location 56 - Location 16,1,1,16,15234.524802485248074
895,2,10,Location 2 - Location 16,1,1,16,26495.578580692417745
896,3,11,Location 3 - Location 16,1,1,16,26517.065782888166723
897,4,12,Location 4 - Location 16,1,2,16,26563.965524665276462
898,54,13,Location 54 - Location 16,1,2,16,26584.847181991779507
899,52,14,Location 52 - Location 16,1,1,16,26591.176413421926554
900,53,15,Location 53 - Location 16,1,2,16,26592.778755563416780
901,5,16,Location 5 - Location 16,1,2,16,26716.077537175424368
902,6,17,Location 6 - Location 16,1,2,16,26822.132719315461145
903,44,18,Location 44 - Location 16,1,1,16,27536.068584383894631
904,45,19,Location 45 - Location 16,1,1,16,27536.068584383894631
905,28,20,Location 28 - Location 16,1,2,16,30473.596010294120788
906,29,21,Location 29 - Location 16,1,2,16,30473.596010294120788
907,27,22,Location 27 - Location 16,1,2,16,33880.865946190366230
908,46,23,Location 46 - Location 16,1,1,16,46911.007745716939098
909,47,24,Location 47 - Location 16,1,1,16,46911.007745716939098
910,48,25,Location 48 - Location 16,1,1,16,46911.007745716939098
911,32,26,Location 32 - Location 16,1,2,16,55372.622159725855454
912,31,27,Location 31 - Location 16,1,2,16,55373.490154399638413
913,42,28,Location 42 - Location 16,1,2,16,59283.448485244094627
914,39,29,Location 39 - Location 16,1,2,16,59946.074951111273549
915,40,30,Location 40 - Location 16,1,2,16,59946.074951111273549
916,41,31,Location 41 - Location 16,1,2,16,59992.145473478420172
917,57,32,Location 57 - Location 16,1,1,16,101793.214953702408820
918,8,33,Location 8 - Location 16,1,1,16,102528.142379889366566
919,7,34,Location 7 - Location 16,1,1,16,102604.130949025668087
920,43,35,Location 43 - Location 16,1,2,16,104908.323913158063078
921,17,36,Location 17 - Location 16,1,1,16,118589.166146839386784
922,18,37,Location 18 - Location 16,1,1,16,118589.166146839386784
923,25,38,Location 25 - Location 16,1,2,16,145688.281984936940717
924,23,39,Location 23 - Location 16,1,1,16,145723.428205553704174
925,24,40,Location 24 - Location 16,1,1,16,145723.428205553704174
926,26,41,Location 26 - Location 16,1,1,16,145772.262726033339277
927,20,42,Location 20 - Location 16,1,2,16,146905.697806836047675
928,1,43,Location 1 - Location 16,1,2,16,152404.710596727964003
929,21,44,Location 21 - Location 16,1,2,16,159465.799533762998180
930,22,45,Location 22 - Location 16,1,2,16,159465.799533762998180
931,12,46,Location 12 - Location 16,1,2,16,177575.511175325111253
932,13,47,Location 13 - Location 16,1,2,16,177590.081595808384009
933,11,48,Location 11 - Location 16,1,2,16,184914.005334252200555
934,9,49,Location 9 - Location 16,1,1,16,184919.704327036859468
935,10,50,Location 10 - Location 16,1,1,16,184919.704327036859468
936,30,51,Location 30 - Location 16,1,2,16,233222.562394441338256
937,62,52,Location 62 - Location 16,1,1,16,312834.593736801412888
938,33,53,Location 33 - Location 16,1,1,16,316574.588507689826656
939,37,54,Location 37 - Location 16,1,1,16,318398.875391009845771
940,34,55,Location 34 - Location 16,1,1,16,318527.838090530131012
941,35,56,Location 35 - Location 16,1,1,16,318527.838090530131012
942,36,57,Location 36 - Location 16,1,1,16,318527.838090530131012
943,38,58,Location 38 - Location 16,1,1,16,331145.511939775664359
944,61,59,Location 61 - Location 16,1,1,16,331532.087899755104445
945,17,1,Location 17 - Location 17,2,2,17,0.000000000000000
946,18,2,Location 18 - Location 17,2,2,17,0.000000000000000
947,43,3,Location 43 - Location 17,2,1,17,13680.842233681310972
948,7,4,Location 7 - Location 17,2,2,17,15985.035197813711420
949,8,5,Location 8 - Location 17,2,2,17,16061.023766950009303
950,57,6,Location 57 - Location 17,2,2,17,16795.951193136974325
951,25,7,Location 25 - Location 17,1,2,17,27099.115838097590313
952,23,8,Location 23 - Location 17,1,1,17,27134.262058714342857
953,24,9,Location 24 - Location 17,1,1,17,27134.262058714342857
954,26,10,Location 26 - Location 17,1,1,17,27183.096579193985235
955,20,11,Location 20 - Location 17,1,2,17,28316.531659996689996
956,1,12,Location 1 - Location 17,1,2,17,33815.544449888628151
957,21,13,Location 21 - Location 17,1,2,17,40876.633386923655053
958,22,14,Location 22 - Location 17,1,2,17,40876.633386923655053
959,41,15,Location 41 - Location 17,2,1,17,58597.020673360959336
960,39,16,Location 39 - Location 17,2,1,17,58643.091195728105959
961,40,17,Location 40 - Location 17,2,1,17,58643.091195728105959
962,12,18,Location 12 - Location 17,1,2,17,58986.345028485724470
963,13,19,Location 13 - Location 17,1,2,17,59000.915448968982673
964,42,20,Location 42 - Location 17,2,1,17,59305.717661595284881
965,31,21,Location 31 - Location 17,2,1,17,63215.675992439733818
966,32,22,Location 32 - Location 17,2,1,17,63216.543987113524054
967,11,23,Location 11 - Location 17,1,2,17,66324.839187412799220
968,9,24,Location 9 - Location 17,1,1,17,66330.538180197472684
969,10,25,Location 10 - Location 17,1,1,17,66330.538180197472684
970,46,26,Location 46 - Location 17,2,1,17,72806.983647567438311
971,47,27,Location 47 - Location 17,2,1,17,72806.983647567438311
972,48,28,Location 48 - Location 17,2,1,17,72806.983647567438311
973,27,29,Location 27 - Location 17,2,1,17,84708.300200648984173
974,28,30,Location 28 - Location 17,2,1,17,88115.570136545225978
975,29,31,Location 29 - Location 17,2,1,17,88115.570136545225978
976,53,32,Location 53 - Location 17,2,1,17,91996.387391275929986
977,52,33,Location 52 - Location 17,2,2,17,91997.989733417416574
978,54,34,Location 54 - Location 17,2,1,17,92004.318964847567258
979,2,35,Location 2 - Location 17,2,1,17,92216.879578880922054
980,3,36,Location 3 - Location 17,2,1,17,92238.366781076678308
981,4,37,Location 4 - Location 17,2,2,17,92285.266522853780771
982,5,38,Location 5 - Location 17,2,2,17,92437.378535363925039
983,6,39,Location 6 - Location 17,2,2,17,92543.433717503969092
984,44,40,Location 44 - Location 17,2,1,17,107031.791392116399948
985,45,41,Location 45 - Location 17,2,1,17,107031.791392116399948
986,30,42,Location 30 - Location 17,1,2,17,114633.396247601907817
987,58,43,Location 58 - Location 17,2,1,17,115461.089985531449202
988,59,44,Location 59 - Location 17,2,1,17,115461.089985531449202
989,60,45,Location 60 - Location 17,2,1,17,115461.089985531449202
990,19,46,Location 19 - Location 17,2,2,17,115542.922508333780570
991,15,47,Location 15 - Location 17,2,2,17,118574.598419325557188
992,16,48,Location 16 - Location 17,2,2,17,118589.166146839357680
993,14,49,Location 14 - Location 17,2,2,17,118619.590289257903351
994,55,50,Location 55 - Location 17,2,2,17,120605.071276020200457
995,56,51,Location 56 - Location 17,2,1,17,133543.029857588553568
996,62,52,Location 62 - Location 17,1,1,17,194245.427589961967897
997,33,53,Location 33 - Location 17,1,1,17,197985.422360850439873
998,37,54,Location 37 - Location 17,1,1,17,199809.709244170488091
999,34,55,Location 34 - Location 17,1,1,17,199938.671943690773332
1000,35,56,Location 35 - Location 17,1,1,17,199938.671943690773332
1001,36,57,Location 36 - Location 17,1,1,17,199938.671943690773332
1002,38,58,Location 38 - Location 17,1,1,17,212556.345792936248472
1003,61,59,Location 61 - Location 17,1,1,17,212942.921752915717661
1004,17,1,Location 17 - Location 18,2,2,18,0.000000000000000
1005,18,2,Location 18 - Location 18,2,2,18,0.000000000000000
1006,43,3,Location 43 - Location 18,2,1,18,13680.842233681310972
1007,7,4,Location 7 - Location 18,2,2,18,15985.035197813711420
1008,8,5,Location 8 - Location 18,2,2,18,16061.023766950009303
1009,57,6,Location 57 - Location 18,2,2,18,16795.951193136974325
1010,25,7,Location 25 - Location 18,1,2,18,27099.115838097590313
1011,23,8,Location 23 - Location 18,1,1,18,27134.262058714342857
1012,24,9,Location 24 - Location 18,1,1,18,27134.262058714342857
1013,26,10,Location 26 - Location 18,1,1,18,27183.096579193985235
1014,20,11,Location 20 - Location 18,1,2,18,28316.531659996689996
1015,1,12,Location 1 - Location 18,1,2,18,33815.544449888628151
1016,21,13,Location 21 - Location 18,1,2,18,40876.633386923655053
1017,22,14,Location 22 - Location 18,1,2,18,40876.633386923655053
1018,41,15,Location 41 - Location 18,2,1,18,58597.020673360959336
1019,39,16,Location 39 - Location 18,2,1,18,58643.091195728105959
1020,40,17,Location 40 - Location 18,2,1,18,58643.091195728105959
1021,12,18,Location 12 - Location 18,1,2,18,58986.345028485724470
1022,13,19,Location 13 - Location 18,1,2,18,59000.915448968982673
1023,42,20,Location 42 - Location 18,2,1,18,59305.717661595284881
1024,31,21,Location 31 - Location 18,2,1,18,63215.675992439733818
1025,32,22,Location 32 - Location 18,2,1,18,63216.543987113524054
1026,11,23,Location 11 - Location 18,1,2,18,66324.839187412799220
1027,9,24,Location 9 - Location 18,1,1,18,66330.538180197472684
1028,10,25,Location 10 - Location 18,1,1,18,66330.538180197472684
1029,46,26,Location 46 - Location 18,2,1,18,72806.983647567438311
1030,47,27,Location 47 - Location 18,2,1,18,72806.983647567438311
1031,48,28,Location 48 - Location 18,2,1,18,72806.983647567438311
1032,27,29,Location 27 - Location 18,2,1,18,84708.300200648984173
1033,28,30,Location 28 - Location 18,2,1,18,88115.570136545225978
1034,29,31,Location 29 - Location 18,2,1,18,88115.570136545225978
1035,53,32,Location 53 - Location 18,2,1,18,91996.387391275929986
1036,52,33,Location 52 - Location 18,2,2,18,91997.989733417416574
1037,54,34,Location 54 - Location 18,2,1,18,92004.318964847567258
1038,2,35,Location 2 - Location 18,2,1,18,92216.879578880922054
1039,3,36,Location 3 - Location 18,2,1,18,92238.366781076678308
1040,4,37,Location 4 - Location 18,2,2,18,92285.266522853780771
1041,5,38,Location 5 - Location 18,2,2,18,92437.378535363925039
1042,6,39,Location 6 - Location 18,2,2,18,92543.433717503969092
1043,44,40,Location 44 - Location 18,2,1,18,107031.791392116399948
1044,45,41,Location 45 - Location 18,2,1,18,107031.791392116399948
1045,30,42,Location 30 - Location 18,1,2,18,114633.396247601907817
1046,58,43,Location 58 - Location 18,2,1,18,115461.089985531449202
1047,59,44,Location 59 - Location 18,2,1,18,115461.089985531449202
1048,60,45,Location 60 - Location 18,2,1,18,115461.089985531449202
1049,19,46,Location 19 - Location 18,2,2,18,115542.922508333780570
1050,15,47,Location 15 - Location 18,2,2,18,118574.598419325557188
1051,16,48,Location 16 - Location 18,2,2,18,118589.166146839357680
1052,14,49,Location 14 - Location 18,2,2,18,118619.590289257903351
1053,55,50,Location 55 - Location 18,2,2,18,120605.071276020200457
1054,56,51,Location 56 - Location 18,2,1,18,133543.029857588553568
1055,62,52,Location 62 - Location 18,1,1,18,194245.427589961967897
1056,33,53,Location 33 - Location 18,1,1,18,197985.422360850439873
1057,37,54,Location 37 - Location 18,1,1,18,199809.709244170488091
1058,34,55,Location 34 - Location 18,1,1,18,199938.671943690773332
1059,35,56,Location 35 - Location 18,1,1,18,199938.671943690773332
1060,36,57,Location 36 - Location 18,1,1,18,199938.671943690773332
1061,38,58,Location 38 - Location 18,1,1,18,212556.345792936248472
1062,61,59,Location 61 - Location 18,1,1,18,212942.921752915717661
1063,19,1,Location 19 - Location 19,1,1,19,0.000000000000000
1064,58,2,Location 58 - Location 19,1,2,19,81.832522802320298
1065,59,3,Location 59 - Location 19,1,2,19,81.832522802320298
1066,60,4,Location 60 - Location 19,1,2,19,81.832522802320298
1067,15,5,Location 15 - Location 19,1,2,19,3153.066234876670478
1068,16,6,Location 16 - Location 19,1,2,19,3167.633962390473698
1069,14,7,Location 14 - Location 19,1,2,19,3198.058104809023462
1070,55,8,Location 55 - Location 19,1,2,19,5183.539091571316931
1071,56,9,Location 56 - Location 19,1,1,19,18121.497673139670951
1072,2,10,Location 2 - Location 19,1,1,19,23449.334942186844273
1073,3,11,Location 3 - Location 19,1,1,19,23470.822144382593251
1074,4,12,Location 4 - Location 19,1,2,19,23517.721886159702990
1075,54,13,Location 54 - Location 19,1,2,19,23538.603543486206036
1076,52,14,Location 52 - Location 19,1,1,19,23544.932774916353083
1077,53,15,Location 53 - Location 19,1,2,19,23546.535117057843308
1078,5,16,Location 5 - Location 19,1,2,19,23669.833898669850896
1079,6,17,Location 6 - Location 19,1,2,19,23775.889080809887673
1080,44,18,Location 44 - Location 19,1,1,19,24489.824945878317521
1081,45,19,Location 45 - Location 19,1,1,19,24489.824945878317521
1082,28,20,Location 28 - Location 19,1,2,19,27427.352371788547316
1083,29,21,Location 29 - Location 19,1,2,19,27427.352371788547316
1084,27,22,Location 27 - Location 19,1,2,19,30834.622307684796397
1085,46,23,Location 46 - Location 19,1,1,19,43864.764107211361988
1086,47,24,Location 47 - Location 19,1,1,19,43864.764107211361988
1087,48,25,Location 48 - Location 19,1,1,19,43864.764107211361988
1088,32,26,Location 32 - Location 19,1,2,19,52326.378521220278344
1089,31,27,Location 31 - Location 19,1,2,19,52327.246515894061304
1090,42,28,Location 42 - Location 19,1,2,19,56237.204846738517517
1091,39,29,Location 39 - Location 19,1,2,19,56899.831312605696439
1092,40,30,Location 40 - Location 19,1,2,19,56899.831312605696439
1093,41,31,Location 41 - Location 19,1,2,19,56945.901834972843062
1094,57,32,Location 57 - Location 19,1,1,19,98746.971315196831711
1095,8,33,Location 8 - Location 19,1,1,19,99481.898741383789456
1096,7,34,Location 7 - Location 19,1,1,19,99557.887310520090978
1097,43,35,Location 43 - Location 19,1,2,19,101862.080274652485969
1098,17,36,Location 17 - Location 19,1,1,19,115542.922508333809674
1099,18,37,Location 18 - Location 19,1,1,19,115542.922508333809674
1100,25,38,Location 25 - Location 19,1,2,19,142642.038346431392711
1101,23,39,Location 23 - Location 19,1,1,19,142677.184567048156168
1102,24,40,Location 24 - Location 19,1,1,19,142677.184567048156168
1103,26,41,Location 26 - Location 19,1,1,19,142726.019087527791271
1104,20,42,Location 20 - Location 19,1,2,19,143859.454168330499670
1105,1,43,Location 1 - Location 19,1,2,19,149358.466958222415997
1106,21,44,Location 21 - Location 19,1,2,19,156419.555895257450175
1107,22,45,Location 22 - Location 19,1,2,19,156419.555895257450175
1108,12,46,Location 12 - Location 19,1,2,19,174529.267536819592351
1109,13,47,Location 13 - Location 19,1,2,19,174543.837957302865107
1110,11,48,Location 11 - Location 19,1,2,19,181867.761695746681653
1111,9,49,Location 9 - Location 19,1,1,19,181873.460688531340566
1112,10,50,Location 10 - Location 19,1,1,19,181873.460688531340566
1113,30,51,Location 30 - Location 19,1,2,19,230176.318755935819354
1114,62,52,Location 62 - Location 19,1,1,19,309788.350098295893986
1115,33,53,Location 33 - Location 19,1,1,19,313528.344869184307754
1116,37,54,Location 37 - Location 19,1,1,19,315352.631752504326869
1117,34,55,Location 34 - Location 19,1,1,19,315481.594452024612110
1118,35,56,Location 35 - Location 19,1,1,19,315481.594452024612110
1119,36,57,Location 36 - Location 19,1,1,19,315481.594452024612110
1120,38,58,Location 38 - Location 19,1,1,19,328099.268301270145457
1121,61,59,Location 61 - Location 19,1,1,19,328485.844261249585543
1122,20,1,Location 20 - Location 20,2,2,20,0.000000000000000
1123,25,2,Location 25 - Location 20,1,2,20,1386.539768430718141
1124,23,3,Location 23 - Location 20,1,1,20,1421.685989047470912
1125,24,4,Location 24 - Location 20,1,1,20,1421.685989047470912
1126,26,5,Location 26 - Location 20,1,1,20,1470.520509527111926
1127,1,6,Location 1 - Location 20,2,2,20,5499.012789891926332
1128,21,7,Location 21 - Location 20,2,2,20,12560.101726926950505
1129,22,8,Location 22 - Location 20,2,2,20,12560.101726926950505
1130,17,9,Location 17 - Location 20,1,2,20,28316.531659996686358
1131,18,10,Location 18 - Location 20,1,2,20,28316.531659996686358
1132,43,11,Location 43 - Location 20,1,1,20,41997.373893678013701
1133,7,12,Location 7 - Location 20,1,2,20,44301.566857810415968
1134,8,13,Location 8 - Location 20,1,2,20,44377.555426946717489
1135,57,14,Location 57 - Location 20,1,2,20,45112.482853133682511
1136,12,15,Location 12 - Location 20,1,2,20,46528.069768248853507
1137,13,16,Location 13 - Location 20,1,2,20,46542.640188732111710
1138,11,17,Location 11 - Location 20,1,2,20,53866.563927175928256
1139,9,18,Location 9 - Location 20,1,1,20,53872.262919960594445
1140,10,19,Location 10 - Location 20,1,1,20,53872.262919960594445
1141,30,20,Location 30 - Location 20,2,2,20,86316.864587605276029
1142,41,21,Location 41 - Location 20,1,1,20,86913.552333357627504
1143,39,22,Location 39 - Location 20,1,1,20,86959.622855724781402
1144,40,23,Location 40 - Location 20,1,1,20,86959.622855724781402
1145,42,24,Location 42 - Location 20,1,1,20,87622.249321591953048
1146,31,25,Location 31 - Location 20,1,1,20,91532.207652436394710
1147,32,26,Location 32 - Location 20,1,1,20,91533.075647110177670
1148,46,27,Location 46 - Location 20,1,1,20,101123.515307564099203
1149,47,28,Location 47 - Location 20,1,1,20,101123.515307564099203
1150,48,29,Location 48 - Location 20,1,1,20,101123.515307564099203
1151,27,30,Location 27 - Location 20,1,1,20,113024.831860645645065
1152,28,31,Location 28 - Location 20,1,1,20,116432.101796541886870
1153,29,32,Location 29 - Location 20,1,1,20,116432.101796541886870
1154,53,33,Location 53 - Location 20,1,1,20,120312.919051272590877
1155,52,34,Location 52 - Location 20,1,2,20,120314.521393414077465
1156,54,35,Location 54 - Location 20,1,1,20,120320.850624844228150
1157,2,36,Location 2 - Location 20,1,1,20,120533.411238877582946
1158,3,37,Location 3 - Location 20,1,1,20,120554.898441073339200
1159,4,38,Location 4 - Location 20,1,2,20,120601.798182850441663
1160,5,39,Location 5 - Location 20,1,2,20,120753.910195360585931
1161,6,40,Location 6 - Location 20,1,2,20,120859.965377500629984
1162,44,41,Location 44 - Location 20,1,1,20,135348.323052113060839
1163,45,42,Location 45 - Location 20,1,1,20,135348.323052113060839
1164,58,43,Location 58 - Location 20,1,1,20,143777.621645528095542
1165,59,44,Location 59 - Location 20,1,1,20,143777.621645528095542
1166,60,45,Location 60 - Location 20,1,1,20,143777.621645528095542
1167,19,46,Location 19 - Location 20,1,2,20,143859.454168330412358
1168,15,47,Location 15 - Location 20,1,2,20,146891.130079322174424
1169,16,48,Location 16 - Location 20,1,2,20,146905.697806835989468
1170,14,49,Location 14 - Location 20,1,2,20,146936.121949254535139
1171,55,50,Location 55 - Location 20,1,2,20,148921.602936016832246
1172,56,51,Location 56 - Location 20,1,1,20,161859.561517585243564
1173,62,52,Location 62 - Location 20,1,1,20,181787.152329725096934
1174,33,53,Location 33 - Location 20,1,1,20,185527.147100613568909
1175,37,54,Location 37 - Location 20,1,1,20,187351.433983933617128
1176,34,55,Location 34 - Location 20,1,1,20,187480.396683453902369
1177,35,56,Location 35 - Location 20,1,1,20,187480.396683453902369
1178,36,57,Location 36 - Location 20,1,1,20,187480.396683453902369
1179,38,58,Location 38 - Location 20,1,1,20,200098.070532699377509
1180,61,59,Location 61 - Location 20,1,1,20,200484.646492678846698
1181,21,1,Location 21 - Location 21,1,1,21,0.000000000000000
1182,22,2,Location 22 - Location 21,1,1,21,0.000000000000000
1183,1,3,Location 1 - Location 21,1,2,21,7778.524372255693379
1184,20,4,Location 20 - Location 21,1,1,21,12560.101726926950505
1185,25,5,Location 25 - Location 21,1,2,21,13946.641495357669555
1186,23,6,Location 23 - Location 21,1,1,21,13981.787715974422099
1187,24,7,Location 24 - Location 21,1,1,21,13981.787715974422099
1188,26,8,Location 26 - Location 21,1,1,21,14030.622236454062659
1189,17,9,Location 17 - Location 21,1,2,21,40876.633386923633225
1190,18,10,Location 18 - Location 21,1,2,21,40876.633386923633225
1191,43,11,Location 43 - Location 21,1,1,21,54557.475620604964206
1192,7,12,Location 7 - Location 21,1,2,21,56861.668584737366473
1193,8,13,Location 8 - Location 21,1,2,21,56937.657153873667994
1194,57,14,Location 57 - Location 21,1,2,21,57672.584580060633016
1195,12,15,Location 12 - Location 21,1,2,21,59088.171495175811287
1196,13,16,Location 13 - Location 21,1,2,21,59102.741915659069491
1197,11,17,Location 11 - Location 21,1,2,21,66426.665654102893313
1198,9,18,Location 9 - Location 21,1,1,21,66432.364646887552226
1199,10,19,Location 10 - Location 21,1,1,21,66432.364646887552226
1200,30,20,Location 30 - Location 21,1,2,21,74527.207972143049119
1201,41,21,Location 41 - Location 21,1,1,21,99473.654060284592560
1202,39,22,Location 39 - Location 21,1,1,21,99519.724582651746459
1203,40,23,Location 40 - Location 21,1,1,21,99519.724582651746459
1204,42,24,Location 42 - Location 21,1,1,21,100182.351048518918105
1205,31,25,Location 31 - Location 21,1,1,21,104092.309379363359767
1206,32,26,Location 32 - Location 21,1,1,21,104093.177374037142727
1207,46,27,Location 46 - Location 21,1,1,21,113683.617034491064260
1208,47,28,Location 47 - Location 21,1,1,21,113683.617034491064260
1209,48,29,Location 48 - Location 21,1,1,21,113683.617034491064260
1210,27,30,Location 27 - Location 21,1,1,21,125584.933587572610122
1211,28,31,Location 28 - Location 21,1,1,21,128992.203523468851927
1212,29,32,Location 29 - Location 21,1,1,21,128992.203523468851927
1213,53,33,Location 53 - Location 21,1,1,21,132873.020778199570486
1214,52,34,Location 52 - Location 21,1,2,21,132874.623120341042522
1215,54,35,Location 54 - Location 21,1,1,21,132880.952351771207759
1216,2,36,Location 2 - Location 21,1,1,21,133093.512965804548003
1217,3,37,Location 3 - Location 21,1,1,21,133115.000168000289705
1218,4,38,Location 4 - Location 21,1,2,21,133161.899909777421271
1219,5,39,Location 5 - Location 21,1,2,21,133314.011922287550988
1220,6,40,Location 6 - Location 21,1,2,21,133420.067104427580489
1221,44,41,Location 44 - Location 21,1,1,21,147908.424779039953137
1222,45,42,Location 45 - Location 21,1,1,21,147908.424779039953137
1223,58,43,Location 58 - Location 21,1,1,21,156337.723372455075150
1224,59,44,Location 59 - Location 21,1,1,21,156337.723372455075150
1225,60,45,Location 60 - Location 21,1,1,21,156337.723372455075150
1226,19,46,Location 19 - Location 21,1,2,21,156419.555895257391967
1227,15,47,Location 15 - Location 21,1,2,21,159451.231806249154033
1228,16,48,Location 16 - Location 21,1,2,21,159465.799533762969077
1229,14,49,Location 14 - Location 21,1,2,21,159496.223676181514747
1230,55,50,Location 55 - Location 21,1,2,21,161481.704662943811854
1231,56,51,Location 56 - Location 21,1,1,21,174419.663244512223173
1232,62,52,Location 62 - Location 21,1,1,21,194347.254056652047439
1233,33,53,Location 33 - Location 21,1,1,21,198087.248827540519414
1234,37,54,Location 37 - Location 21,1,1,21,199911.535710860567633
1235,34,55,Location 34 - Location 21,1,1,21,200040.498410380852874
1236,35,56,Location 35 - Location 21,1,1,21,200040.498410380852874
1237,36,57,Location 36 - Location 21,1,1,21,200040.498410380852874
1238,38,58,Location 38 - Location 21,1,1,21,212658.172259626328014
1239,61,59,Location 61 - Location 21,1,1,21,213044.748219605797203
1240,21,1,Location 21 - Location 22,1,1,22,0.000000000000000
1241,22,2,Location 22 - Location 22,1,1,22,0.000000000000000
1242,1,3,Location 1 - Location 22,1,2,22,7778.524372255693379
1243,20,4,Location 20 - Location 22,1,1,22,12560.101726926950505
1244,25,5,Location 25 - Location 22,1,2,22,13946.641495357669555
