Site	PH2015_01D	PH2015_01U	PH2015_02D	PH2015_02U	PH2015_03D	PH2015_03U	PH2015_04D	PH2015_04U	PH2015_05S	PH2015_06S	PH2015_07D	PH2015_07U	PH2015_08D	PH2015_08U	PH2015_09S	PH2015_10S	PH2015_11S	PH2015_12D	PH2015_12U	PH2015_13D	PH2015_13U	PH2015_14S	PH2017_01_SCD_O_A	PH2017_02_FOX_O_A	PH2017_03_ELD_O_A	PH2017_04_SCI_O_A	PH2017_05_CCC_O_A	PH2017_06_SFM_O_A	PH2017_07_MST_O_A	PH2017_08_TRC_O_A	PH2017_09_SFU_O_A	PH2017_10_PVI_O_A	PH2017_11_PCY_U_A	PH2017_12_PCY_D_A	PH2017_13_LAR_U_A	PH2017_14_LAR_D_A	PH2017_15_JOR_U_A	PH2017_16_JOR_D_A	PH2017_17_BER_D_A	PH2017_18_LLB_O_A	PH2017_19_SFW_U_A	PH2017_20_SFW_D_A	PH2017_24_DOB_U_A	PH2017_25_DOB_D_A	PH2017_26_ELK_O_A	PH2017_27_LUM_O_A	PH2017_28_MFU_U_A	PH2017_29_MFU_D_A	PH2017_30_WIL_O_A	PH2017_31_RDM_U_A	PH2017_32_RDM_D_A	PH2017_33_LGB_O_A	PH2017_34_RAT_O_A	PH2017_35_SFW_U_B	PH2017_36_ELK_O_B	PH2017_37_MFU_D_B	PH2017_38_RDM_U_B	PH2017_39_LGB_O_B	PH2017_40_RAT_O_B
PH2017_05_CCC_O_A	26481.010853178614	26495.578580692418	220.49218760498673	212.56061403335215	220.4989564830056	326.5541386230448	21.48720219575104	68.38694397286004	7508.57937823194	29000.33559176741	33619.85890551997	32911.161917285644	76231.8443810672	76155.8558119309	292026.5888230518	290202.3019397317	158541.7187662937	151203.2246073666	151217.79502784985	119315.99541697849	119399.97615807489	120533.41123887758	218.889845463499	23449.334942186844	26526.002723110967	28511.48370987326	0	41449.44229144162	304773.2253718174	305159.8013317969	75420.92838574396	78536.03734519963	33573.78838315282	33573.78838315282	119351.14163759525	119351.14163759525	133093.51296580455	133093.51296580455	126032.42402876951	206850.275826483	23367.502419384524	23367.502419384524	158547.41775907835	158547.41775907835	92216.87957888092	29001.203586441196	292155.55152257206	292155.55152257206	286462.3071688432	20538.721177758503	20538.721177758503	4101.309442335693	14938.203825969464	23367.502419384524	92216.87957888092	292155.55152257206	20538.721177758503	4101.309442335693	14938.203825969464
PH2017_06_SFM_O_A	15219.957074971444	15234.524802485248	41546.642466312616	41538.71089274098	41669.94124792462	41775.99643006465	41470.92949363737	41517.82923541448	48834.72965693956	70326.48587047502	74946.0091842276	74237.31219599328	117557.99465977483	117482.00609063853	333352.73910175933	331528.45221843926	199867.86904500137	192529.37488607428	192543.94530655752	160642.14569568617	160726.12643678256	161859.56151758524	41545.04012417113	18121.49767313967	15264.948944903797	12937.958581568353	41449.442291441614	0	346099.375650525	346485.9516105045	116747.07866445159	119862.18762390724	74899.93866186046	74899.93866186046	160677.29191630293	160677.29191630293	174419.66324451222	174419.66324451222	167358.57430747722	248176.42610519068	18081.939872057093	18081.939872057093	199873.56803778603	199873.56803778603	133543.02985758855	70327.35386514882	333481.7018012796	333481.7018012796	327788.4574475508	61864.87145646612	61864.87145646612	45427.45972104331	42489.93229513308	18081.939872057093	133543.02985758855	333481.7018012796	61864.87145646612	45427.45972104331	42489.93229513308
PH2017_07_MST_O_A	331130.9442122619	331145.51193977566	304552.7331842123	304560.66475778393	304993.7243283003	305099.7795104403	304794.712574013	304841.61231579015	297264.6459935852	275772.8897800496	271153.3664662971	271862.0634545314	228541.3809907499	228617.3695598862	118152.17352976778	116327.88664644773	166785.0672871697	159446.5731282426	159461.14354872584	198880.65471080027	198964.63545189667	200098.07053269938	304554.33552635374	328099.26830127015	331175.9360821942	333161.41706895654	304773.22537181724	346099.37565052474	0	386.5759599794726	229352.29698607317	226237.18802661754	271199.43698866427	271199.43698866427	198915.80093141703	198915.80093141703	212658.17225962633	212658.17225962633	205597.08332259126	286414.93512030464	328017.43577846786	328017.43577846786	166790.76627995435	166790.76627995435	212556.34579293625	275772.02178537584	118281.13622928807	118281.13622928807	112587.89187555926	285363.32944050373	285363.32944050373	300671.9159294815	319588.1371850529	328017.43577846786	212556.34579293625	118281.13622928807	285363.32944050373	300671.9159294815	319588.1371850529
PH2017_08_TRC_O_A	331517.5201722413	331532.0878997551	304939.30914419173	304947.2407177634	305380.3002882797	305486.35547041974	305181.2885339924	305228.1882757696	297651.2219535646	276159.46574002906	271539.94242627657	272248.63941451086	228927.95695072936	229003.94551986567	118538.74948974726	116714.46260642722	167171.64324714916	159833.14908822207	159847.7195087053	199267.23067077974	199351.21141187614	200484.64649267885	304940.9114863332	328485.8442612496	331562.51204217365	333547.993028936	305159.8013317967	346485.9516105042	386.57595997947266	0	229738.87294605264	226623.763986597	271586.0129486437	271586.0129486437	199302.3768913965	199302.3768913965	213044.7482196058	213044.7482196058	205983.65928257073	286801.5110802841	328404.0117384473	328404.0117384473	167177.34223993382	167177.34223993382	212942.92175291572	276158.5977453553	118667.71218926755	118667.71218926755	112974.46783553874	285749.90540048317	285749.90540048317	301058.49188946094	319974.71314503235	328404.0117384473	212942.92175291572	118667.71218926755	285749.90540048317	301058.49188946094	319974.71314503235
PH2017_09_SFU_O_A	101778.64722618861	101793.21495370241	75200.43619813898	75208.36777171062	75641.42734222698	75747.482524367	75442.41558793971	75489.31532971683	67912.349007512	46420.59279397653	41801.06948022397	42509.766468458285	810.9159953232604	734.9274261869637	216605.66043730758	214781.37355398753	83120.79038054976	75782.29622162267	75796.86664210593	43895.06703123459	43979.04777233099	45112.48285313368	75202.03854028047	98746.97131519683	101823.63909612095	103809.12008288325	75420.92838574396	116747.07866445158	229352.2969860733	229738.8729460528	0	3115.108959455661	41847.140002591106	41847.140002591106	43930.213251851346	43930.213251851346	57672.58458006063	57672.58458006063	50611.49564302562	131429.34744073896	98665.13879239451	98665.13879239451	83126.48937333442	83126.48937333442	16795.951193136974	46419.72479930275	216734.62313682787	216734.62313682787	211041.37878309906	56011.03245443045	56011.03245443045	71319.61894340825	90235.84019897947	98665.13879239451	16795.951193136974	216734.62313682787	56011.03245443045	71319.61894340825	90235.84019897947
PH2017_10_PVI_O_A	104893.75618564426	104908.32391315806	78315.54515759464	78323.47673116627	78756.53630168263	78862.59148382266	78557.52454739537	78604.42428917249	71027.45796696766	49535.70175343221	44916.17843967964	45624.87542791396	2304.1929641324004	2380.1815332686974	213490.55147785193	211666.26459453188	80005.68142109408	72667.18726216699	72681.75768265025	40779.95807177892	40863.93881287532	41997.373893678014	78317.14749973612	101862.08027465249	104938.74805557661	106924.2290423389	78536.03734519961	119862.18762390723	226237.18802661766	226623.76398659716	3115.108959455661	0	44962.24896204678	44962.24896204678	40815.10429239568	40815.10429239568	54557.475620604964	54557.475620604964	47496.38668356995	128314.23848128328	101780.24775185017	101780.24775185017	80011.38041387874	80011.38041387874	13680.842233681311	49534.833758758425	213619.5141773722	213619.5141773722	207926.2698236434	59126.14141388613	59126.14141388613	74434.7279028639	93350.94915843512	101780.24775185017	13680.842233681311	213619.5141773722	59126.14141388613	74434.7279028639	93350.94915843512
PH2017_11_PCY_U_A	59931.50722359747	59946.07495111127	33353.29619554784	33361.22776911947	33794.287339635826	33900.34252177586	33595.27558534857	33642.17532712568	26065.20900492088	4573.4527913854145	46.07052236714564	662.6264658671763	42658.05599791438	42582.06742877808	258452.80043989877	256628.51355657872	124967.93038314088	117629.43622421379	117644.00664469704	85742.20703382569	85826.18777492209	86959.62285572478	33354.898537689325	56899.8313126057	59976.49909352982	61961.980080292116	33573.788383152816	74899.93866186046	271199.4369886645	271586.012948644	41847.14000259112	44962.24896204678	0	0	85777.35325444245	85777.35325444245	99519.72458265175	99519.72458265175	92458.63564561671	173276.48744333014	56817.99878980338	56817.99878980338	124973.62937592553	124973.62937592553	58643.091195728106	4572.58479671163	258581.76313941905	258581.76313941905	252888.51878569025	14163.89245183934	14163.89245183934	29472.478940817127	48388.70019638831	56817.99878980338	58643.091195728106	258581.76313941905	14163.89245183934	29472.478940817127	48388.70019638831
PH2017_12_PCY_D_A	59931.50722359747	59946.07495111127	33353.29619554784	33361.22776911947	33794.287339635826	33900.34252177586	33595.27558534857	33642.17532712568	26065.20900492088	4573.4527913854145	46.07052236714564	662.6264658671763	42658.05599791438	42582.06742877808	258452.80043989877	256628.51355657872	124967.93038314088	117629.43622421379	117644.00664469704	85742.20703382569	85826.18777492209	86959.62285572478	33354.898537689325	56899.8313126057	59976.49909352982	61961.980080292116	33573.788383152816	74899.93866186046	271199.4369886645	271586.012948644	41847.14000259112	44962.24896204678	0	0	85777.35325444245	85777.35325444245	99519.72458265175	99519.72458265175	92458.63564561671	173276.48744333014	56817.99878980338	56817.99878980338	124973.62937592553	124973.62937592553	58643.091195728106	4572.58479671163	258581.76313941905	258581.76313941905	252888.51878569025	14163.89245183934	14163.89245183934	29472.478940817127	48388.70019638831	56817.99878980338	58643.091195728106	258581.76313941905	14163.89245183934	29472.478940817127	48388.70019638831
PH2017_13_LAR_U_A	145708.8604780399	145723.4282055537	119130.6494499903	119138.58102356194	119571.6405940783	119677.69577621833	119372.62883979104	119419.52858156816	111842.56225936333	90350.80604582789	85731.28273207533	86439.97972030965	43119.29725652804	43195.28582566434	186169.1643826514	184344.87749933134	52684.29432589356	45345.80016696648	45360.37058744975	35.14622061675285	48.83452047964102	1421.685989047471	119132.25179213179	142677.18456704816	145753.85234797225	147739.33333473455	119351.14163759528	160677.2919163029	198915.80093141712	199302.37689139662	43930.213251851295	40815.10429239564	85777.35325444247	85777.35325444247	0	0	13981.787715974422	13981.787715974422	6920.698778939399	87738.55057665273	142595.35204424584	142595.35204424584	52689.99331867823	52689.99331867823	27134.262058714343	90349.93805115411	186298.12708217168	186298.12708217168	180604.88272844287	99941.24570628181	99941.24570628181	115249.83219525957	134166.0534508308	142595.35204424584	27134.262058714343	186298.12708217168	99941.24570628181	115249.83219525957	134166.0534508308
PH2017_14_LAR_D_A	145708.8604780399	145723.4282055537	119130.6494499903	119138.58102356194	119571.6405940783	119677.69577621833	119372.62883979104	119419.52858156816	111842.56225936333	90350.80604582789	85731.28273207533	86439.97972030965	43119.29725652804	43195.28582566434	186169.1643826514	184344.87749933134	52684.29432589356	45345.80016696648	45360.37058744975	35.14622061675285	48.83452047964102	1421.685989047471	119132.25179213179	142677.18456704816	145753.85234797225	147739.33333473455	119351.14163759528	160677.2919163029	198915.80093141712	199302.37689139662	43930.213251851295	40815.10429239564	85777.35325444247	85777.35325444247	0	0	13981.787715974422	13981.787715974422	6920.698778939399	87738.55057665273	142595.35204424584	142595.35204424584	52689.99331867823	52689.99331867823	27134.262058714343	90349.93805115411	186298.12708217168	186298.12708217168	180604.88272844287	99941.24570628181	99941.24570628181	115249.83219525957	134166.0534508308	142595.35204424584	27134.262058714343	186298.12708217168	99941.24570628181	115249.83219525957	134166.0534508308
PH2017_15_JOR_U_A	159451.23180624918	159465.799533763	132873.02077819963	132880.95235177127	133314.0119222876	133420.06710442764	133115.00016800035	133161.89990977748	125584.93358757262	104093.17737403719	99473.65406028462	100182.35104851895	56861.66858473733	56937.65715387363	199911.53571086068	198087.24882754064	66426.66565410284	59088.171495175775	59102.74191565903	13946.641495357668	14030.622236454063	12560.10172692695	132874.6231203411	156419.55589525745	159496.22367618154	161481.70466294384	133093.5129658046	174419.6632445122	212658.17225962642	213044.7482196059	57672.58458006059	54557.475620604935	99519.72458265176	99519.72458265176	13981.78771597442	13981.78771597442	0	0	7778.524372255694	74527.20797214303	156337.72337245513	156337.72337245513	66432.36464688751	66432.36464688751	40876.633386923655	104092.3093793634	200040.49841038097	200040.49841038097	194347.25405665216	113683.61703449111	113683.61703449111	128992.20352346887	147908.4247790401	156337.72337245513	40876.633386923655	200040.49841038097	113683.61703449111	128992.20352346887	147908.4247790401
PH2017_16_JOR_D_A	159451.23180624918	159465.799533763	132873.02077819963	132880.95235177127	133314.0119222876	133420.06710442764	133115.00016800035	133161.89990977748	125584.93358757262	104093.17737403719	99473.65406028462	100182.35104851895	56861.66858473733	56937.65715387363	199911.53571086068	198087.24882754064	66426.66565410284	59088.171495175775	59102.74191565903	13946.641495357668	14030.622236454063	12560.10172692695	132874.6231203411	156419.55589525745	159496.22367618154	161481.70466294384	133093.5129658046	174419.6632445122	212658.17225962642	213044.7482196059	57672.58458006059	54557.475620604935	99519.72458265176	99519.72458265176	13981.78771597442	13981.78771597442	0	0	7778.524372255694	74527.20797214303	156337.72337245513	156337.72337245513	66432.36464688751	66432.36464688751	40876.633386923655	104092.3093793634	200040.49841038097	200040.49841038097	194347.25405665216	113683.61703449111	113683.61703449111	128992.20352346887	147908.4247790401	156337.72337245513	40876.633386923655	200040.49841038097	113683.61703449111	128992.20352346887	147908.4247790401
PH2017_17_BER_D_A	152390.14286921415	152404.71059672796	125811.93184116458	125819.86341473622	126252.92298525258	126358.9781673926	126053.91123096531	126100.81097274243	118523.8446505376	97032.08843700217	92412.5651232496	93121.26211148393	49800.5796477023	49876.568216838605	192850.44677382565	191026.1598905056	59365.57671706782	52027.08255814075	52041.652978624006	6885.5525583226445	6969.5332994190385	5499.012789891926	125813.53418330607	149358.46695822242	152435.1347391465	154420.6157259088	126032.42402876956	167358.57430747716	205597.08332259138	205983.65928257088	50611.49564302556	47496.38668356991	92458.63564561674	92458.63564561674	6920.698778939397	6920.698778939397	7778.524372255693	7778.524372255693	0	81535.287232934	149276.6344354201	149276.6344354201	59371.275709852496	59371.275709852496	33815.54444988863	97031.22044232838	192979.40947334594	192979.40947334594	187286.16511961713	106622.52809745609	106622.52809745609	121931.11458643385	140847.33584200506	149276.6344354201	33815.54444988863	192979.40947334594	106622.52809745609	121931.11458643385	140847.33584200506
PH2017_18_LLB_O_A	233207.99466692755	233222.56239444134	206629.78363887797	206637.7152124496	207070.77478296595	207176.82996510598	206871.76302867872	206918.66277045582	199341.69644825096	177849.94023471547	173230.41692096292	173939.11390919721	130618.43144541555	130694.42001455186	273668.29857153905	271844.011688219	140183.42851478103	132844.934355854	132859.50477633724	87703.40435603599	87787.38509713238	86316.86458760528	206631.38598101947	230176.31875593582	233252.98653685988	235238.4675236222	206850.27582648298	248176.42610519053	286414.93512030476	286801.51108028425	131429.3474407388	128314.23848128317	173276.48744333006	173276.48744333006	87738.55057665273	87738.55057665273	74527.20797214305	74527.20797214305	81535.28723293402	0	230094.48623313347	230094.48623313347	140189.12750756572	140189.12750756572	114633.39624760191	177849.07224004169	273797.26127105934	273797.26127105934	268104.01691733056	187440.37989516946	187440.37989516946	202748.96638414724	221665.18763971847	230094.48623313347	114633.39624760191	273797.26127105934	187440.37989516946	202748.96638414724	221665.18763971847
PH2017_19_SFW_U_A	3113.508433794094	3128.076161307897	23464.702594255526	23456.77102068389	23588.001375867534	23694.05655800757	23388.98962158028	23435.88936335739	30752.78978488248	52244.54599841793	56864.0693121705	56155.37232393617	99476.05478771773	99400.06621858143	315270.7992297023	313446.5123463822	181785.92917294422	174447.43501401713	174462.00543450037	142560.20582362902	142644.18656472542	143777.6216455281	23463.10025211404	81.8325228023203	3158.500303726447	5143.981290488741	23367.502419384524	18081.939872057097	328017.4357784679	328404.0117384474	98665.13879239449	101780.24775185015	56817.99878980335	56817.99878980335	142595.35204424578	142595.35204424578	156337.72337245508	156337.72337245508	149276.63443542007	230094.48623313353	0	0	181791.62816572888	181791.62816572888	115461.08998553145	52245.41399309172	315399.76192922256	315399.76192922256	309706.5175754937	43782.93158440903	43782.93158440903	27345.51984898623	24407.992423076	0	115461.08998553145	315399.76192922256	43782.93158440903	27345.51984898623	24407.992423076
PH2017_20_SFW_D_A	3113.508433794094	3128.076161307897	23464.702594255526	23456.77102068389	23588.001375867534	23694.05655800757	23388.98962158028	23435.88936335739	30752.78978488248	52244.54599841793	56864.0693121705	56155.37232393617	99476.05478771773	99400.06621858143	315270.7992297023	313446.5123463822	181785.92917294422	174447.43501401713	174462.00543450037	142560.20582362902	142644.18656472542	143777.6216455281	23463.10025211404	81.8325228023203	3158.500303726447	5143.981290488741	23367.502419384524	18081.939872057097	328017.4357784679	328404.0117384474	98665.13879239449	101780.24775185015	56817.99878980335	56817.99878980335	142595.35204424578	142595.35204424578	156337.72337245508	156337.72337245508	149276.63443542007	230094.48623313353	0	0	181791.62816572888	181791.62816572888	115461.08998553145	52245.41399309172	315399.76192922256	315399.76192922256	309706.5175754937	43782.93158440903	43782.93158440903	27345.51984898623	24407.992423076	0	115461.08998553145	315399.76192922256	43782.93158440903	27345.51984898623	24407.992423076
PH2017_24_DOB_U_A	184905.13659952307	184919.70432703686	158326.92557147337	158334.857145045	158767.91671556135	158873.97189770144	158568.90496127412	158615.80470305122	151038.83838084637	129547.08216731097	124927.55885355841	125636.25584179274	82315.57337801113	82391.56194714743	154044.12973118853	152219.84284786845	5.698992784665932	7344.193151711744	7329.622731228482	52654.847098061495	52738.827839157886	53872.262919960594	158328.52791361487	181873.46068853134	184950.1284694554	186935.60945621773	158547.41775907838	199873.56803778606	166790.76627995423	167177.34223993373	83126.48937333439	80011.38041387875	124973.62937592555	124973.62937592555	52689.993318678244	52689.993318678244	66432.36464688755	66432.36464688755	59371.27570985252	140189.12750756583	181791.628165729	181791.628165729	0	0	66330.53818019747	129546.21417263719	154173.0924307088	154173.0924307088	148479.84807697998	139137.5218277649	139137.5218277649	154446.1083167427	173362.329572314	181791.628165729	66330.53818019747	154173.0924307088	139137.5218277649	154446.1083167427	173362.329572314
PH2017_25_DOB_D_A	184905.13659952307	184919.70432703686	158326.92557147337	158334.857145045	158767.91671556135	158873.97189770144	158568.90496127412	158615.80470305122	151038.83838084637	129547.08216731097	124927.55885355841	125636.25584179274	82315.57337801113	82391.56194714743	154044.12973118853	152219.84284786845	5.698992784665932	7344.193151711744	7329.622731228482	52654.847098061495	52738.827839157886	53872.262919960594	158328.52791361487	181873.46068853134	184950.1284694554	186935.60945621773	158547.41775907838	199873.56803778606	166790.76627995423	167177.34223993373	83126.48937333439	80011.38041387875	124973.62937592555	124973.62937592555	52689.993318678244	52689.993318678244	66432.36464688755	66432.36464688755	59371.27570985252	140189.12750756583	181791.628165729	181791.628165729	0	0	66330.53818019747	129546.21417263719	154173.0924307088	154173.0924307088	148479.84807697998	139137.5218277649	139137.5218277649	154446.1083167427	173362.329572314	181791.628165729	66330.53818019747	154173.0924307088	139137.5218277649	154446.1083167427	173362.329572314
PH2017_26_ELK_O_A	118574.59841932559	118589.16614683939	91996.38739127596	92004.3189648476	92437.37853536395	92543.43371750398	92238.3667810767	92285.26652285381	84708.30020064898	63216.54398711354	58597.020673360974	59305.71766159529	15985.035197813713	16061.023766950007	199809.7092441706	197985.42236085056	66324.83918741277	58986.34502848569	59000.91544896895	27099.115838097587	27183.096579193985	28316.531659996686	91997.98973341745	115542.92250833381	118619.59028925793	120605.07127602023	92216.87957888094	133543.02985758852	212556.34579293634	212942.92175291583	16795.951193136974	13680.842233681311	58643.09119572811	58643.09119572811	27134.262058714343	27134.262058714343	40876.63338692363	40876.63338692363	33815.54444988862	114633.39624760197	115461.0899855315	115461.0899855315	66330.53818019743	66330.53818019743	0	63215.675992439756	199938.6719436909	199938.6719436909	194245.42758996208	72806.98364756747	72806.98364756747	88115.57013654523	107031.79139211644	115461.0899855315	0	199938.6719436909	72806.98364756747	88115.57013654523	107031.79139211644
PH2017_27_LUM_O_A	55358.92242688584	55373.49015439964	28780.71139883621	28788.64297240784	29221.7025429242	29327.757725064235	29022.690788636944	29069.590530414054	21492.62420820925	0.867994673784646	4618.655319078776	3909.958330844454	47230.64079462601	47154.652225489706	263025.3852366105	261201.09835329038	129540.51517985249	122202.0210209254	122216.59144140866	90314.7918305373	90398.7725716337	91532.2076524364	28782.313740977697	52327.24651589406	55403.914296818184	57389.39528358048	29001.20358644119	70327.35386514883	275772.0217853761	276158.5977453556	46419.72479930275	49534.83375875841	4572.584796711631	4572.584796711631	90349.93805115407	90349.93805115407	104092.30937936336	104092.30937936336	97031.22044232833	177849.0722400418	52245.413993091744	52245.413993091744	129546.21417263715	129546.21417263715	63215.675992439734	0	263154.34793613077	263154.34793613077	257461.1035824019	9591.307655127708	9591.307655127708	24899.8941441055	43816.11539967667	52245.413993091744	63215.675992439734	263154.34793613077	9591.307655127708	24899.8941441055	43816.11539967667
PH2017_28_MFU_U_A	318513.27036301635	318527.83809053013	291935.05933496665	291942.9909085383	292376.0504790546	292482.1056611947	292177.0387247674	292223.9384665445	284646.9721443397	263155.21593080426	258535.69261705174	259244.38960528604	215923.70714150442	215999.69571064072	128.9626995202845	1953.2495828403319	154167.39343792424	146828.8992789971	146843.46969948037	186262.9808615548	186346.9616026512	187480.3966834539	291936.66167710815	315481.5944520246	318558.2622329487	320543.743219711	292155.55152257165	333481.7018012792	118281.13622928805	118667.71218926752	216734.6231368277	213619.51417737207	258581.76313941888	258581.76313941888	186298.12708217156	186298.12708217156	200040.49841038085	200040.49841038085	192979.4094733458	273797.26127105905	315399.7619292223	315399.7619292223	154173.0924307089	154173.0924307089	199938.67194369077	263154.3479361305	0	0	7164.718330543176	272745.6555912581	272745.6555912581	288054.24208023597	306970.4633358073	315399.7619292223	199938.67194369077	0	272745.6555912581	288054.24208023597	306970.4633358073
PH2017_29_MFU_D_A	318513.27036301635	318527.83809053013	291935.05933496665	291942.9909085383	292376.0504790546	292482.1056611947	292177.0387247674	292223.9384665445	284646.9721443397	263155.21593080426	258535.69261705174	259244.38960528604	215923.70714150442	215999.69571064072	128.9626995202845	1953.2495828403319	154167.39343792424	146828.8992789971	146843.46969948037	186262.9808615548	186346.9616026512	187480.3966834539	291936.66167710815	315481.5944520246	318558.2622329487	320543.743219711	292155.55152257165	333481.7018012792	118281.13622928805	118667.71218926752	216734.6231368277	213619.51417737207	258581.76313941888	258581.76313941888	186298.12708217156	186298.12708217156	200040.49841038085	200040.49841038085	192979.4094733458	273797.26127105905	315399.7619292223	315399.7619292223	154173.0924307089	154173.0924307089	199938.67194369077	263154.3479361305	0	0	7164.718330543176	272745.6555912581	272745.6555912581	288054.24208023597	306970.4633358073	315399.7619292223	199938.67194369077	0	272745.6555912581	288054.24208023597	306970.4633358073
PH2017_30_WIL_O_A	312820.0260092876	312834.5937368014	286241.8149812379	286249.74655480956	286682.8061253259	286788.861307466	286483.7943710387	286530.6941128158	278953.727790611	257461.97157707548	252842.44826332293	253551.14525155723	210230.4627877756	210306.45135691192	7035.755631022892	5211.468747702844	148474.14908419544	141135.6549252683	141150.22534575156	180569.736507826	180653.7172489224	181787.1523297251	286243.4173233794	309788.3500982959	312865.01787921996	314850.4988659823	286462.30716884293	327788.4574475505	112587.89187555926	112974.46783553873	211041.3787830989	207926.26982364326	252888.51878569007	252888.51878569007	180604.88272844275	180604.88272844275	194347.25405665205	194347.25405665205	187286.16511961698	268104.01691733033	309706.5175754936	309706.5175754936	148479.8480769801	148479.8480769801	194245.42758996197	257461.1035824017	7164.718330543177	7164.718330543177	0	267052.41123752936	267052.41123752936	282360.99772650725	301277.2189820786	309706.5175754936	194245.42758996197	7164.718330543177	267052.41123752936	282360.99772650725	301277.2189820786
PH2017_31_RDM_U_A	46896.44001820314	46911.00774571694	20318.22899015352	20326.16056372515	20759.220134241506	20865.275316381547	20560.208379954252	20607.108121731362	13030.141799526562	9590.439660453925	14209.962974206484	13501.265985972163	56821.948449753734	56745.95988061743	272616.69289173814	270792.40600841807	139131.8228349802	131793.32867605312	131807.89909653636	99906.099485665	99990.0802267614	101123.5153075641	20319.831332295005	43864.76410721136	46941.431888135485	48926.91287489778	20538.7211777585	61864.871456466135	285363.3294405038	285749.9054004833	56011.032454430475	59126.14141388614	14163.892451839338	14163.892451839338	99941.24570628177	99941.24570628177	113683.61703449106	113683.61703449106	106622.52809745603	187440.37989516952	43782.931584409045	43782.931584409045	139137.52182776487	139137.52182776487	72806.98364756744	9591.30765512771	272745.65559125843	272745.65559125843	267052.4112375296	0	0	16437.411735422807	35353.632990993974	43782.931584409045	72806.98364756744	272745.65559125843	0	16437.411735422807	35353.632990993974
PH2017_32_RDM_D_A	46896.44001820314	46911.00774571694	20318.22899015352	20326.16056372515	20759.220134241506	20865.275316381547	20560.208379954252	20607.108121731362	13030.141799526562	9590.439660453925	14209.962974206484	13501.265985972163	56821.948449753734	56745.95988061743	272616.69289173814	270792.40600841807	139131.8228349802	131793.32867605312	131807.89909653636	99906.099485665	99990.0802267614	101123.5153075641	20319.831332295005	43864.76410721136	46941.431888135485	48926.91287489778	20538.7211777585	61864.871456466135	285363.3294405038	285749.9054004833	56011.032454430475	59126.14141388614	14163.892451839338	14163.892451839338	99941.24570628177	99941.24570628177	113683.61703449106	113683.61703449106	106622.52809745603	187440.37989516952	43782.931584409045	43782.931584409045	139137.52182776487	139137.52182776487	72806.98364756744	9591.30765512771	272745.65559125843	272745.65559125843	267052.4112375296	0	0	16437.411735422807	35353.632990993974	43782.931584409045	72806.98364756744	272745.65559125843	0	16437.411735422807	35353.632990993974
PH2017_33_LGB_O_A	30459.028282780317	30473.59601029412	3880.8172547307063	3888.7488283023413	4321.808398818698	4427.863580958738	4122.796644531444	4169.696386308553	3407.269935896247	24899.026149431716	29518.549463184274	28809.852474949952	72130.534938731507	72054.5463695952	287925.27938071603	286100.99249739596	154440.409323958	147101.91516503092	147116.48558551416	115214.6859746428	115298.6667157392	116432.10179654189	3882.4195968721942	27427.352371788547	30504.02015271267	32489.501139474964	4101.309442335692	45427.45972104333	300671.9159294817	301058.4918894612	71319.61894340826	74434.72790286393	29472.478940817127	29472.478940817127	115249.83219525956	115249.83219525956	128992.20352346885	128992.20352346885	121931.11458643382	202748.96638414732	27345.519848986227	27345.519848986227	154446.10831674267	154446.10831674267	88115.57013654523	24899.894144105503	288054.2420802363	288054.2420802363	282360.9977265075	16437.41173542281	16437.41173542281	0	18916.221255571167	27345.519848986227	88115.57013654523	288054.2420802363	16437.41173542281	0	18916.221255571167
PH2017_34_RAT_O_A	27521.500856870087	27536.068584383895	15035.404000840463	15027.472427268829	15158.70278245247	15264.757964592509	14959.691028165214	15006.590769942324	22323.491191467416	43815.247405002876	48434.77071875544	47726.073730521115	91046.75619430268	90970.76762516638	306841.5006362874	305017.2137529673	173356.6305795291	166018.136420602	166032.70684108525	134130.90723021398	134214.88797131038	135348.32305211306	15033.801658698976	24489.824945878318	27566.49272680244	29551.973713564737	14938.203825969464	42489.93229513309	319588.137185053	319974.7131450325	90235.84019897944	93350.9491584351	48388.700196388294	48388.700196388294	134166.05345083075	134166.05345083075	147908.42477903995	147908.42477903995	140847.33584200495	221665.1876397184	24407.992423076	24407.992423076	173362.32957231376	173362.32957231376	107031.7913921164	43816.115399676666	306970.46333580767	306970.46333580767	301277.21898207883	35353.63299099398	35353.63299099398	18916.221255571167	0	24407.992423076	107031.7913921164	306970.46333580767	35353.63299099398	18916.221255571167	0
