PH2015_01D	PH2015_01U	PH2015_02D	PH2015_02U	PH2015_03D	PH2015_03U	PH2015_04D	PH2015_04U	PH2015_05S	PH2015_09S	PH2015_10S	PH2015_11S	PH2015_12D	PH2015_12U	PH2017_01_SCD_O_A	PH2017_02_FOX_O_A	PH2017_03_ELD_O_A	PH2017_04_SCI_O_A	PH2017_05_CCC_O_A	PH2017_06_SFM_O_A	PH2017_07_MST_O_A	PH2017_08_TRC_O_A	PH2017_09_SFU_O_A	PH2017_13_LAR_U_A	PH2017_14_LAR_D_A	PH2017_15_JOR_U_A	PH2017_16_JOR_D_A	PH2017_17_BER_D_A	PH2017_18_LLB_O_A	PH2017_19_SFW_U_A	PH2017_20_SFW_D_A	PH2017_24_DOB_U_A	PH2017_25_DOB_D_A	PH2017_26_ELK_O_A	PH2017_28_MFU_U_A	PH2017_29_MFU_D_A	PH2017_30_WIL_O_A	PH2017_31_RDM_U_A	PH2017_32_RDM_D_A	PH2017_33_LGB_O_A	PH2017_34_RAT_O_A	PH2017_35_SFW_U_B	PH2017_36_ELK_O_B	PH2017_37_MFU_D_B	PH2017_38_RDM_U_B	PH2017_39_LGB_O_B	PH2017_40_RAT_O_B
0	0.9175227615755392	0.953809970114414	0.9161723413355152	0.8281884522609997	0.8624253139860992	0.9191159338281796	0.8923314173559511	0.9773332289383024	0.9778728426021537	0.8059263649159197	0.9847600383605054	0.990923080354156	0.9912395574621811	0.9743214529126409	0.9151672862453532	0.6247184767030332	0.5884304605273603	0.8771602635832401	0.6758512778481485	0.7322003776518938	0.9783088235294118	0.9808421590395536	0.9808706730099329	0.9802446871733917	0.9699447554238466	0.9828143301425744	0.856896602528214	0.9810354289895726	0.7762617370892019	0.9761471230881282	0.9846842160024972	0.9845939540105618	0.9798647098382056	0.9797890507282773	0.9760574467676594	0.9789362507722047	0.9776177262711173	0.9786240884686273	0.9803368538966235	0.9567643917731766	0.9574052153951003	0.9802078468005605	0.9760256659537236	0.9791542347933325	0.980289385814024	0.9601716089157736
0.9175227615755392	0	0.9812924405270496	0.9781813063063062	0.9787104468522418	0.979578727618232	0.9821760916249106	0.9817844741333647	0.9772550038991422	0.9762737902193395	0.9799865805973947	0.9795730431142737	0.9852514225990012	0.9840835613031584	0.9785380809699672	0.9764915238362836	0.9646366483101178	0.9633285202840358	0.981447177178033	0.9756178697923801	0.9798333050886625	0.9813054895585844	0.9767503830524282	0.9783001808318263	0.9750193348801237	0.9789088283828382	0.984616511610871	0.981276659061601	0.976251315196152	0.9630794880068839	0.958099320130062	0.9804946879150066	0.9813300289136719	0.9764977584567314	0.9786762075134168	0.9841787439613526	0.9806933776209259	0.9723460521344919	0.9742045212954432	0.9752797846720499	0.9817566137566137	0.9683713386127278	0.9766258853831293	0.9824263038548753	0.9763681592039801	0.9747396410370043	0.9825422181652214
0.953809970114414	0.9812924405270496	0	0.8321111787120945	0.9093200992555831	0.8770090994132154	0.8512570576328966	0.8621023960112645	0.7555001226793162	0.8556851311953352	0.9060132884182316	0.8143770672546857	0.8692274284611301	0.884742951907131	0.8016329863237396	0.8358071091858836	0.8811017644962897	0.8705165536162118	0.8781751857289025	0.865122892545196	0.9015042493687041	0.8002632699678656	0.7580578512396694	0.7715814556247649	0.7907580477673937	0.7578856402131643	0.8218013780583405	0.8661747067553008	0.8021066881001734	0.8575841431237531	0.8085405718541814	0.8186714542190305	0.8183288881115823	0.7815033161385408	0.8323121573685908	0.8151949174843052	0.8358982474186019	0.8067304853877619	0.7916822004059485	0.763903017972194	0.835397006671876	0.7943568464730291	0.7630216758330637	0.813507172801046	0.7977592177632918	0.7717699647554371	0.8163358560616878
0.9161723413355152	0.9781813063063062	0.8321111787120945	0	0.8958256749581341	0.877956582784318	0.8599217590719007	0.8699325507036666	0.8310923040417623	0.8285532764567073	0.8819701884460921	0.8700525698396837	0.9042020888996842	0.9019225967540574	0.6971956631135916	0.8712586217806746	0.8881963381379041	0.8238741298479898	0.8756012342317815	0.855007008254166	0.8777132761231702	0.8048422306013099	0.8335865046370323	0.8424621381298468	0.8475095785440613	0.8518935901376226	0.8720456397718012	0.8400278910558455	0.8531366238976889	0.8862665050711234	0.8463159634695648	0.8714600717713693	0.8723587753341957	0.851274505905277	0.8493958631988532	0.8196841294298921	0.8388107052794274	0.8363605499915124	0.8309230642095694	0.8298514871964588	0.8573626572540501	0.8537981437764771	0.8490858382398513	0.8169870150372972	0.8348254252461951	0.8304340483026516	0.8562165210036652
0.8281884522609997	0.9787104468522418	0.9093200992555831	0.8958256749581341	0	0.502933922952632	0.7130626430448419	0.6306297084834589	0.923452805236142	0.9239983477901693	0.8455341082576295	0.9390816935002981	0.9572775561033878	0.9557631755536055	0.917452558278955	0.8917906629280173	0.8020512410141506	0.8242830571055773	0.5930261416280609	0.8115838247683236	0.8142138334496954	0.9196335253174409	0.9249616460608249	0.9257785704486212	0.926707986708458	0.9175221312497402	0.9376165373725283	0.8652231072616193	0.9267380429192575	0.8507915396094206	0.9268264470457594	0.9400504137734234	0.9394890077243019	0.925683952633728	0.919125327885977	0.9206391068328168	0.9178614991599733	0.9246145193794817	0.9239530602853199	0.9241123817851308	0.8992126907222536	0.9141643002436912	0.9248465915430102	0.9200365598109591	0.924615314369207	0.9233011519985076	0.9027264110617578
0.8624253139860992	0.979578727618232	0.8770090994132154	0.877956582784318	0.502933922952632	0	0.44694721221115113	0.37451689002660243	0.8873700283574493	0.9083447686611604	0.8576483438716328	0.9113829705209592	0.9351616169909955	0.9421957343487019	0.8878606693626417	0.8713743356112377	0.8151985949743312	0.8310543004359889	0.44464896755162236	0.8198875906354132	0.8298977832811325	0.8825312071578036	0.889262972992754	0.8913822504510294	0.896936286962707	0.8870055238774056	0.9104968821142235	0.8551940226560617	0.8982539123433805	0.8433745077580694	0.8980907574739253	0.9117360541427401	0.9128744276468933	0.8925231356803603	0.8908051714670794	0.8877053448847229	0.8875343789489333	0.8974785259074537	0.893249374023849	0.8906976166215175	0.873571814367028	0.881384851299108	0.8880063734247501	0.8872153358316517	0.8934317343173431	0.8927126014931751	0.8699148251831557
0.9191159338281796	0.9821760916249106	0.8512570576328966	0.8599217590719007	0.7130626430448419	0.44694721221115113	0	0.36175718279697816	0.8483576584311108	0.8813681926216803	0.8891488739397484	0.8798559917709583	0.9109545640910955	0.9217162213022206	0.8498625294579734	0.8635241060882637	0.8643033920512447	0.8627662064123567	0.501079798437625	0.8615488026011379	0.8769543646938432	0.8412478336221837	0.8489208633093526	0.8550314158283686	0.8633285035549416	0.8571144843240176	0.8804160010432628	0.8627983447868175	0.8651580698835274	0.8630218764443075	0.8660020332535335	0.8808539709649872	0.8823829961169017	0.8576753751727241	0.8576359213726908	0.8502296335110809	0.8503232547508652	0.8632088058705804	0.8567830978545264	0.8528803545051699	0.8519282326252835	0.8548466057441254	0.8493198354950966	0.8501616396221086	0.8589809905599379	0.8571476085944256	0.8427745381486745
0.8923314173559511	0.9817844741333647	0.8621023960112645	0.8699325507036666	0.6306297084834589	0.37451689002660243	0.36175718279697816	0	0.8678171666711191	0.896908099466126	0.8729164674761768	0.8971628184374202	0.9269705516634823	0.9350891682726132	0.8688102541630149	0.8665544883030685	0.8382101253243527	0.842971094035858	0.437495303694427	0.8380795481289716	0.8504314240087152	0.86298395212118	0.8673246501092144	0.8744042918221182	0.882652775443903	0.8707175334938119	0.8953856223410058	0.854402435929967	0.8831100385564894	0.8483317731423424	0.8838725584198559	0.8981232485068079	0.8986039676708303	0.8770158576313167	0.8774451973991055	0.8702466664933849	0.873100179767936	0.8831968919106424	0.8767415177839699	0.873297338778195	0.8586961415514834	0.8649233374094629	0.8695051294317759	0.8716583179541261	0.8787223108755037	0.8771093685056388	0.8480507432417855
0.9773332289383024	0.9772550038991422	0.7555001226793162	0.8310923040417623	0.923452805236142	0.8873700283574493	0.8483576584311108	0.8678171666711191	0	0.8102400577582576	0.9300464156781847	0.7429021089077746	0.8125943497951262	0.8361911711054358	0.7414324976162433	0.8058185920941291	0.9097935132789157	0.9017242952285375	0.8915490805358872	0.9015327280366832	0.9300926796119312	0.7461979166666667	0.3717984801576133	0.7408237601569067	0.7550017757783829	0.7818117574312088	0.7733250198390206	0.8809207512597342	0.7333846244895543	0.863355408388521	0.7351716961498439	0.7487995010913626	0.7504815159987575	0.7479175800087681	0.7669555493430249	0.7716197323746755	0.7905002417924885	0.7414056981398635	0.7247149160506562	0.404661168877734	0.8341450910023072	0.7736675285678539	0.7331834965484026	0.7687123823241936	0.7338040798027348	0.4322935514221611	0.8198564593301435
0.9778728426021537	0.9762737902193395	0.8556851311953352	0.8285532764567073	0.9239983477901693	0.9083447686611604	0.8813681926216803	0.896908099466126	0.8102400577582576	0	0.9202342487883683	0.8247990149923952	0.8453543022415041	0.8355432605170275	0.7266907307770891	0.8646906651466655	0.9412938061010421	0.9248204796099122	0.908065224552542	0.9289594651065608	0.937269316875416	0.7460679701474126	0.8027282266526757	0.799551282051282	0.7875175315568023	0.8319286554292434	0.8386971191279523	0.897215907702085	0.7931246582832148	0.915032346798431	0.7934269177034129	0.8237837837837838	0.8266666666666667	0.8010668340131786	0.7618339193941034	0.7906423933209648	0.766870359419147	0.7850106771371496	0.7887194922462868	0.7931911563294854	0.8753352816365748	0.8512466985988629	0.8044391121775645	0.7811179524326934	0.7978445252216059	0.7864544530985439	0.8821436351753685
0.8059263649159197	0.9799865805973947	0.9060132884182316	0.8819701884460921	0.8455341082576295	0.8576483438716328	0.8891488739397484	0.8729164674761768	0.9300464156781847	0.9202342487883683	0	0.9424343905268457	0.9579617242660721	0.9561959518367539	0.9134611270377819	0.896635713198356	0.7977947783225938	0.7848064781773264	0.8659881656804733	0.7865234803598858	0.731426163266318	0.9073950560673643	0.9339296436631674	0.9265087982424639	0.9259396206716547	0.9100210477081384	0.940147563923165	0.835033346410357	0.9304525421906911	0.8528092648911006	0.9305667929991909	0.941997945669515	0.9422665560745623	0.926280908537992	0.9241589822404371	0.9052905786764249	0.9208538448480733	0.9246156174988647	0.925329708836834	0.9330001265342276	0.9127237909417737	0.9161286690188425	0.9260734929810075	0.9048157690776932	0.9247298210064167	0.9329364571331029	0.9133875956935731
