PH2015_01D	PH2015_01U	PH2015_02D	PH2015_02U	PH2015_03D	PH2015_03U	PH2015_04D	PH2015_04U	PH2015_05S	PH2015_09S	PH2015_10S	PH2015_11S	PH2015_12D	PH2015_12U	PH2017_01_SCD_O_A	PH2017_02_FOX_O_A	PH2017_03_ELD_O_A	PH2017_04_SCI_O_A	PH2017_05_CCC_O_A	PH2017_06_SFM_O_A	PH2017_07_MST_O_A	PH2017_08_TRC_O_A	PH2017_09_SFU_O_A	PH2017_13_LAR_U_A	PH2017_14_LAR_D_A	PH2017_15_JOR_U_A	PH2017_16_JOR_D_A	PH2017_17_BER_D_A	PH2017_18_LLB_O_A	PH2017_19_SFW_U_A	PH2017_20_SFW_D_A	PH2017_24_DOB_U_A	PH2017_25_DOB_D_A	PH2017_26_ELK_O_A	PH2017_28_MFU_U_A	PH2017_29_MFU_D_A	PH2017_30_WIL_O_A	PH2017_31_RDM_U_A	PH2017_32_RDM_D_A	PH2017_33_LGB_O_A	PH2017_34_RAT_O_A	PH2017_35_SFW_U_B	PH2017_36_ELK_O_B	PH2017_37_MFU_D_B	PH2017_38_RDM_U_B	PH2017_39_LGB_O_B	PH2017_40_RAT_O_B
0	0.6601122508225276	0.7614075114075114	0.7329877396527605	0.8072766022225605	0.8214464497431168	0.8266090977727444	0.8214586577489598	0.7908890779006355	0.8223282892061385	0.7950539785465457	0.8187845303867403	0.9995134609146935	0.9998387616897776	0.7705460688521596	0.7993903600685844	0.6403838734567902	0.5574874548815917	0.8130016492578339	0.6963912669479375	0.7765497967479675	0.8253479544495994	0.7968296549201316	0.8117717430314632	0.8094417475728155	0.7880674862951726	0.8300188171051175	0.7791534214488874	0.8087859147234846	0.6776144852224748	0.7051043713815265	0.8217024242893657	0.8214354882441802	0.804491507355554	0.8552814490528456	0.8383712936062628	0.8523840206185567	0.7932201651366737	0.7947273603816193	0.7935517420696828	0.8112243568021271	0.6862945382443069	0.8061513936751294	0.8369412237785672	0.7942536327608982	0.7931711926788023	0.8105529694613536
0.6601122508225276	0	0.7279180192838801	0.7514842711564023	0.79915788448901115	0.8057519524876542	0.7955802215921659	0.797579405737705	0.7540575079872205	0.7934997871513446	0.8006542031220913	0.8057781087118392	0.9999555575307764	1	0.7856329906293865	0.7700430546113755	0.7048992132896648	0.6189204837879567	0.7957515971015148	0.7959452871849282	0.8319227203397433	0.7927343377689797	0.7639702521916156	0.7358745721168067	0.7327997603201438	0.7038183214277404	0.8162157577813587	0.7800993723849372	0.7583990089916918	0.5988787620483902	0.40880367269781254	0.8084894029237363	0.8082851354922052	0.7181276163896994	0.8046397599619451	0.8001342925659473	0.8116042231150145	0.7337139316693221	0.7358602244826377	0.7589782498735458	0.7468203676239271	0.34758079352425336	0.7205746837563877	0.798841810636039	0.7356122605700243	0.7581092232496138	0.7457060646303674
0.7614075114075114	0.7279180192838801	0	0.6690687821897324	0.745317034561604	0.7410288884868222	0.7355135468671116	0.7334163750321292	0.6094278215223098	0.7490778706102351	0.7613599062133646	0.7650096836668818	0.9978784764809229	0.9986449864498645	0.6806906570067852	0.6997357825868142	0.7402689700415481	0.6895998758502961	0.7360884051072987	0.7167561428866406	0.7617837766309382	0.7310112940770755	0.6149488040544717	0.6460295827153565	0.6466390377034267	0.6470086381571931	0.7863818751223332	0.7156522355275278	0.6885826928437736	0.6620890774125132	0.6801520822194499	0.766491371387726	0.7664343519440403	0.6488714076767996	0.76748030566286	0.7505200832133142	0.7689041545126603	0.6660300248495676	0.6665986991007892	0.6104922820191906	0.6969958138389559	0.6641592057057383	0.6468934329532049	0.7487255620941922	0.6671832939065178	0.6107381146598063	0.6930367544091085
0.7329877396527605	0.7514842711564023	0.6690687821897324	0	0.7365026030323771	0.7258927031223046	0.7166250695778643	0.7197609531709523	0.6796985398021667	0.6529559373190377	0.7202628251445087	0.8164723666429996	0.9986189874533541	0.9986804679940181	0.32934806629834257	0.7280838982559824	0.7807647231174919	0.6455387979228265	0.7239332534051377	0.65209733021313	0.7500308573403441	0.6474081318988403	0.6819833852544133	0.7141828135129296	0.7145139910297615	0.7048564993936595	0.8110152148767684	0.6973534083536544	0.7198185624563853	0.7435517823683176	0.6980368981883323	0.817427574012785	0.8177265104473553	0.7130763335650251	0.7413637925673795	0.6828085015638328	0.7312664551407547	0.6864702850270136	0.6869382182273296	0.6816719054033827	0.7157077747478021	0.701533091370659	0.7130434782608697	0.6804455489799932	0.68698654827632	0.6812483579176519	0.7139222854558475
0.8072766022225605	0.79915788448901115	0.745317034561604	0.7365026030323771	0	0.30675248483467665	0.3917762419222036	0.34995393203620395	0.7462520380164632	0.7578806767586821	0.7874096503223287	0.8322437238493724	0.9988901631460175	0.9990406966018522	0.7611684159184927	0.774867256637168	0.8031680517597188	0.7692347560185545	0.3276245487364621	0.7849964762078776	0.8068716489769121	0.7719925369230501	0.7488965274793953	0.7558213685288604	0.753147728161414	0.7531809247956966	0.8314038355061157	0.7902383708568593	0.7745895230648944	0.782380351672116	0.758099225291494	0.8339316614581989	0.8341768229704606	0.7509771612507664	0.7682615208388404	0.7864725562889954	0.769791704270604	0.7542342124364868	0.7561916565054871	0.7471761453396525	0.7394111624213804	0.7614476723242853	0.7525841757239493	0.785175079581628	0.7570009394551159	0.7464177418395862	0.7376971446242656
0.8214464497431168	0.8057519524876542	0.7410288884868222	0.7258927031223046	0.30675248483467665	0	0.19976344141318045	0.16960498044184893	0.7349410918745506	0.747929899238469	0.7899938639551192	0.8313822235669235	0.99806481339272	0.9987133929665483	0.7434958729513059	0.763366108465202	0.8068478314379953	0.7712565141864505	0.23762843654540405	0.7816825664047886	0.808620439017299	0.7532897975256785	0.7366892897325155	0.7438351981896226	0.7443220922229868	0.7471067458504644	0.8315803667745415	0.7906387149005071	0.7607089030524232	0.7850443657762861	0.7502172338884866	0.8328960088385583	0.8328461272873748	0.741375936237969	0.7536217519863885	0.7718221771467209	0.7544692643033355	0.750102082482646	0.7500968116690332	0.7362868811926522	0.7324932666410158	0.7568365444375388	0.7410092294635595	0.7700494754917796	0.7506593143131143	0.7361509073543457	0.728824850584339
0.8266090977727444	0.7955802215921659	0.7355135468671116	0.7166250695778643	0.3917762419222036	0.19976344141318045	0	0.1648001643891914	0.7243930756034587	0.7372153730028934	0.7902360622802612	0.8311987976036749	0.9985891497630837	0.9990172642762284	0.7324652026972915	0.7548892955825887	0.8140607673541805	0.7763585009063699	0.2642293943158482	0.7888184266898556	0.8158429692452294	0.7420898118951832	0.7274975272007913	0.7330865199310274	0.7337614772669199	0.7351228746963852	0.8295853613455733	0.7864987524312854	0.7512998414619595	0.7875599891024163	0.7385163224971035	0.8326278290025146	0.8323377140581442	0.7307595636656111	0.7423913213386898	0.75946455384812	0.7423668695777214	0.7415325737148821	0.741536120621088	0.7269083214341011	0.7230738745879344	0.7461116360200595	0.7300314963254286	0.7586389535350293	0.7417580516829834	0.7272821326344104	0.71952481181549
0.8214586577489598	0.797579405737705	0.7334163750321292	0.7197609531709523	0.34995393203620395	0.16960498044184893	0.1648001643891914	0	0.7297258087915277	0.7457380559323973	0.7884685301225433	0.8283614255574965	0.9983822577798693	0.9987969483568074	0.7377019058913926	0.7574745186862967	0.8057430007178751	0.7690396041840815	0.23185483870967744	0.7816034408210637	0.8095876555406581	0.7493618946076056	0.7315719003838258	0.7388331330836101	0.740101125195841	0.7377873698038848	0.8269843012405313	0.786918731892365	0.7545308310991957	0.7823707524952339	0.7439311303603892	0.8298698384201078	0.8296372777877536	0.7352420668991256	0.7488079933605637	0.7664363606093398	0.748867874267448	0.7432941090483848	0.7425332461303683	0.7318149081742887	0.7270011156704423	0.7484365736579396	0.7343009478672986	0.7654451137884872	0.7429952393066104	0.7326068129330254	0.7228545754081174
0.7908890779006355	0.7540575079872205	0.6094278215223098	0.6796985398021667	0.7462520380164632	0.7349410918745506	0.7243930756034587	0.7297258087915277	0	0.7205817969548087	0.7778493506493507	0.7812429224985279	0.9983683628318584	0.9988135967332524	0.6717698117076171	0.6847653680993462	0.7386702192079447	0.7262630123434584	0.7367865888114522	0.7420454802068513	0.8002909818363682	0.7254892540277378	0.08767989134693238	0.6889094895976324	0.6916853529464526	0.6894644441507939	0.7928907997307449	0.7269122888415547	0.6756980923417197	0.6591454290668123	0.6729451741966129	0.7812612208258528	0.7815395660855714	0.6840773124712379	0.7437348038202997	0.7429532192661458	0.7569097194308224	0.6636212937497645	0.6621059339505941	0.11043152360626723	0.7083666375448444	0.6680916451606549	0.681489706711788	0.7410397533238288	0.6630687354771007	0.1148629298898753	0.7054257862791982
0.8223282892061385	0.7934997871513446	0.7490778706102351	0.6529559373190377	0.7578806767586821	0.747929899238469	0.7372153730028934	0.7457380559323973	0.7205817969548087	0	0.7166199721792285	0.8424214594573911	0.9992536617221757	0.9991616208663251	0.6187235156492857	0.7688300555546398	0.8301913085023789	0.7503008779717866	0.7485492245562834	0.7659460849271178	0.7673762981696067	0.6072131994446418	0.722015193922431	0.7311889173545877	0.7291749796498173	0.7315300901621585	0.8325710429631852	0.7253112821975097	0.7535668375363032	0.7975968313211715	0.7293492015184764	0.8413714502801786	0.8418364440731388	0.7264698024547782	0.7138764306178469	0.6896513593352606	0.7023156658891139	0.7333659650840267	0.734401089370532	0.7194974241372071	0.7504715975263684	0.7467444841778557	0.7281154896605541	0.687339158061954	0.7345863198521065	0.718795555411578	0.7462383082553884
